Quandl Code|Date|Value
LNG_R/CONV_V|2005-4-31|44000
LNG_R/CONV_V|2006-3-30|45000
LNG_R/CONV_V|2006-6-30|62000
LNG_R/CONV_V|2006-9-30|80000
LNG_R/CONV_V|2006-12-31|91000
LNG_R/CONV_V|2007-3-31|78000
LNG_R/CONV_V|2007-6-30|59000
LNG_R/CONV_V|2007-9-30|68000
LNG_R/CONV_V|2007-12-31|62000
LNG_R/CONV_V|2008-3-31|63000
