Quandl Code|Date|PMT|TCE
 OTKR_R/VLCC_TD3_TCE|2003-Oct-24|9.36| 35,820 
 OTKR_R/VLCC_TD3_TCE|2003-Oct-27|9.48| 36,457 
 OTKR_R/VLCC_TD3_TCE|2003-Oct-28|8.99| 33,857 
 OTKR_R/VLCC_TD3_TCE|2003-Oct-29|8.63| 31,905 
 OTKR_R/VLCC_TD3_TCE|2003-Oct-30|8.87| 33,188 
 OTKR_R/VLCC_TD3_TCE|2003-Oct-31|9.72| 37,707 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-03|11.30| 46,109 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-04|12.64| 53,217 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-05|14.82| 64,855 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-06|18.23| 82,964 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-07|18.59| 84,895 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-10|18.59| 84,884 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-11|18.59| 84,873 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-12|18.71| 85,509 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-13|18.71| 85,498 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-14|19.56| 90,017 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-17|19.44| 89,359 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-18|19.20| 88,054 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-19|18.71| 85,454 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-20|18.83| 86,091 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-21|18.71| 85,433 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-24|18.59| 84,775 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-25|18.47| 84,117 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-26|18.59| 84,753 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-27|18.59| 84,742 
 OTKR_R/VLCC_TD3_TCE|2003-Nov-28|18.59| 84,731 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-01|18.23| 82,779 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-02|17.98| 81,473 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-03|18.23| 82,757 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-04|19.20| 87,923 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-05|19.68| 90,501 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-08|19.68| 90,490 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-09|19.56| 89,832 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-10|19.68| 90,468 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-11|19.68| 90,457 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-12|19.44| 89,152 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-15|19.56| 89,788 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-16|19.80| 91,071 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-17|19.68| 90,413 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-18|19.80| 91,050 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-19|19.80| 91,039 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-22|19.80| 91,028 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-23|19.44| 89,075 
 OTKR_R/VLCC_TD3_TCE|2003-Dec-24|18.83| 85,829 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-02|13.24| 60,645 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-05|12.72| 57,611 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-06|11.80| 52,309 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-07|11.41| 50,029 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-08|12.19| 54,552 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-09|13.24| 60,586 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-12|17.04| 82,491 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-13|18.88| 93,060 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-14|19.40| 96,071 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-15|19.27| 95,303 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-16|18.88| 93,024 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-19|19.27| 95,279 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-20|19.40| 96,023 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-21|19.80| 98,279 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-22|19.67| 97,511 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-23|19.14| 94,476 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-26|18.88| 92,953 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-27|18.75| 92,186 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-28|19.14| 94,441 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-29|19.01| 93,673 
 OTKR_R/VLCC_TD3_TCE|2004-Jan-30|19.93| 98,952 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-02|20.06| 99,708 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-03|20.84| 104,242 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-04|21.63| 108,777 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-05|21.89| 110,288 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-06|21.63| 108,777 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-09|21.11| 105,754 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-10|20.45| 101,975 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-11|20.19| 100,463 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-12|19.14| 94,417 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-13|18.75| 92,150 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-16|18.09| 88,371 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-17|17.57| 85,349 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-18|15.34| 72,501 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-19|15.21| 71,745 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-20|16.13| 77,035 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-23|15.60| 74,012 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-24|15.21| 71,745 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-25|14.68| 68,722 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-26|14.42| 67,211 
 OTKR_R/VLCC_TD3_TCE|2004-Feb-27|13.90| 64,188 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-01|13.50| 61,921 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-02|13.11| 59,653 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-03|13.24| 60,409 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-04|13.77| 63,432 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-05|14.16| 65,699 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-08|14.42| 67,211 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-09|15.21| 71,745 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-10|15.86| 75,524 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-11|16.26| 77,791 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-12|16.39| 78,547 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-15|15.73| 74,768 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-16|15.21| 71,745 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-17|14.03| 64,944 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-18|13.24| 60,409 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-19|11.93| 52,812 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-22|11.41| 49,750 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-23|9.70| 39,886 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-24|9.83| 40,602 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-25|11.01| 47,365 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-26|11.67| 51,104 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-29|11.67| 51,065 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-30|11.80| 51,781 
 OTKR_R/VLCC_TD3_TCE|2004-Mar-31|11.80| 51,742 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-01|11.80| 51,742 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-02|12.59| 56,276 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-05|13.77| 63,078 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-06|14.42| 66,856 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-07|14.42| 66,856 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-08|14.29| 66,101 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-13|13.50| 61,448 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-14|13.24| 59,779 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-15|12.45| 55,245 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-16|12.45| 55,245 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-19|12.72| 56,677 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-20|12.85| 57,354 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-21|12.45| 55,008 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-22|12.72| 56,441 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-23|12.98| 57,874 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-26|12.59| 55,528 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-27|11.14| 47,136 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-28|10.75| 44,790 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-29|10.36| 42,444 
 OTKR_R/VLCC_TD3_TCE|2004-Apr-30|10.62| 43,877 
 OTKR_R/VLCC_TD3_TCE|2004-May-04|9.83| 39,263 
 OTKR_R/VLCC_TD3_TCE|2004-May-05|9.83| 39,185 
 OTKR_R/VLCC_TD3_TCE|2004-May-06|10.09| 40,617 
 OTKR_R/VLCC_TD3_TCE|2004-May-07|10.49| 42,806 
 OTKR_R/VLCC_TD3_TCE|2004-May-10|12.98| 57,086 
 OTKR_R/VLCC_TD3_TCE|2004-May-11|13.63| 60,786 
 OTKR_R/VLCC_TD3_TCE|2004-May-12|13.90| 62,061 
 OTKR_R/VLCC_TD3_TCE|2004-May-13|13.90| 62,061 
 OTKR_R/VLCC_TD3_TCE|2004-May-14|14.16| 63,652 
 OTKR_R/VLCC_TD3_TCE|2004-May-17|14.29| 64,486 
 OTKR_R/VLCC_TD3_TCE|2004-May-18|15.21| 69,855 
 OTKR_R/VLCC_TD3_TCE|2004-May-19|14.95| 68,422 
 OTKR_R/VLCC_TD3_TCE|2004-May-20|14.55| 66,234 
 OTKR_R/VLCC_TD3_TCE|2004-May-21|14.29| 64,801 
 OTKR_R/VLCC_TD3_TCE|2004-May-24|14.16| 64,124 
 OTKR_R/VLCC_TD3_TCE|2004-May-25|16.26| 76,295 
 OTKR_R/VLCC_TD3_TCE|2004-May-26|16.39| 77,129 
 OTKR_R/VLCC_TD3_TCE|2004-May-27|16.26| 76,452 
 OTKR_R/VLCC_TD3_TCE|2004-May-28|16.39| 77,287 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-01|17.57| 84,167 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-02|17.83| 85,757 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-03|17.70| 85,080 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-04|17.57| 84,403 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-07|17.44| 83,569 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-08|17.44| 83,530 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-09|17.44| 83,490 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-10|17.44| 83,451 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-11|17.96| 86,434 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-14|17.83| 85,639 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-15|17.70| 84,844 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-16|17.70| 84,805 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-17|17.31| 82,498 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-18|16.78| 79,436 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-21|16.39| 77,129 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-22|15.34| 71,083 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-23|15.21| 70,328 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-24|15.21| 70,328 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-25|15.21| 70,328 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-28|15.73| 73,351 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-29|16.26| 76,374 
 OTKR_R/VLCC_TD3_TCE|2004-Jun-30|16.13| 75,618 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-01|15.60| 72,595 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-02|15.34| 71,083 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-05|15.21| 70,328 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-06|15.86| 74,106 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-07|16.91| 80,152 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-08|17.44| 83,175 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-09|18.09| 86,954 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-12|17.96| 86,198 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-13|18.09| 86,954 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-14|18.22| 87,710 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-15|19.01| 92,244 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-16|19.67| 96,023 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-19|20.58| 101,313 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-20|20.71| 102,069 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-21|20.84| 102,825 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-22|20.19| 99,046 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-23|19.93| 97,534 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-26|19.67| 96,023 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-27|19.14| 93,000 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-28|18.75| 90,733 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-29|17.70| 84,529 
 OTKR_R/VLCC_TD3_TCE|2004-Jul-30|17.31| 82,262 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-02|16.78| 79,160 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-03|15.47| 71,603 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-04|14.16| 63,967 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-05|15.08| 69,178 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-06|15.73| 72,957 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-09|15.99| 74,468 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-10|15.60| 72,201 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-11|15.21| 69,776 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-12|14.81| 67,430 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-13|14.68| 66,753 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-16|14.16| 63,888 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-17|14.42| 65,399 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-18|14.81| 67,667 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-19|14.68| 66,911 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-20|13.90| 62,376 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-23|13.77| 61,699 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-24|13.24| 58,755 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-25|13.24| 58,834 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-26|12.85| 56,646 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-27|12.59| 55,213 
 OTKR_R/VLCC_TD3_TCE|2004-Aug-31|11.67| 50,080 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-01|11.27| 47,970 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-02|11.14| 47,372 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-03|11.01| 46,774 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-06|11.01| 46,931 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-07|11.01| 47,089 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-08|11.14| 48,002 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-09|11.54| 50,112 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-10|11.41| 49,199 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-13|11.27| 48,285 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-14|11.80| 51,151 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-15|13.11| 58,551 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-16|14.03| 63,683 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-17|14.16| 64,282 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-20|14.29| 64,880 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-21|16.13| 75,303 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-22|17.17| 81,191 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-23|19.80| 96,149 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-24|20.45| 99,770 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-27|20.71| 101,124 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-28|20.84| 101,722 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-29|21.24| 103,832 
 OTKR_R/VLCC_TD3_TCE|2004-Sep-30|20.98| 102,163 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-01|21.37| 104,272 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-04|21.89| 107,138 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-05|22.42| 110,003 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-06|22.81| 112,113 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-07|24.78| 123,567 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-08|26.09| 131,243 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-11|27.40| 138,918 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-12|26.74| 135,258 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-13|26.88| 136,132 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-14|27.53| 140,029 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-15|27.53| 140,147 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-18|27.53| 140,265 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-19|29.37| 150,963 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-20|30.55| 157,883 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-21|34.22| 179,162 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-22|35.40| 186,082 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-25|36.84| 194,513 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-26|38.02| 201,433 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-27|37.23| 197,017 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-28|36.05| 190,333 
 OTKR_R/VLCC_TD3_TCE|2004-Oct-29|35.53| 187,428 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-01|35.13| 185,279 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-02|34.61| 182,374 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-03|34.61| 182,492 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-04|34.48| 181,855 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-05|36.58| 194,222 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-08|38.28| 204,283 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-09|40.51| 217,525 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-10|44.97| 243,338 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-11|44.18| 238,740 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-12|42.61| 229,609 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-15|42.61| 229,546 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-16|42.21| 227,215 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-17|42.35| 227,908 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-18|42.48| 228,703 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-19|42.61| 229,459 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-22|42.35| 227,884 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-23|41.56| 223,287 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-24|41.17| 220,957 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-25|41.56| 223,161 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-26|40.77| 218,563 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-29|40.51| 216,989 
 OTKR_R/VLCC_TD3_TCE|2004-Nov-30|40.51| 216,926 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-01|40.25| 215,352 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-02|39.20| 209,243 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-03|39.33| 209,935 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-06|39.20| 209,117 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-07|39.20| 209,180 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-08|39.33| 209,935 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-09|39.20| 209,180 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-10|38.02| 202,378 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-13|37.49| 199,355 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-14|32.64| 171,393 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-15|28.71| 148,720 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-16|27.66| 142,517 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-17|27.27| 140,092 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-20|25.96| 132,377 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-21|21.50| 106,524 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-22|18.62| 89,898 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-23|16.39| 77,051 
 OTKR_R/VLCC_TD3_TCE|2004-Dec-24|16.13| 75,539 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-04|9.91| 39,646 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-05|9.91| 39,646 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-06|10.04| 40,418 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-07|9.91| 39,646 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-10|9.77| 38,874 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-11|9.77| 38,559 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-12|9.64| 37,787 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-13|9.51| 37,015 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-14|9.37| 36,243 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-17|9.51| 37,015 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-18|9.64| 37,787 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-19|9.51| 37,015 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-20|9.37| 36,046 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-21|9.24| 35,077 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-24|9.24| 34,881 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-25|8.84| 32,368 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-26|8.44| 30,052 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-27|8.70| 31,596 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-28|10.98| 44,718 
 OTKR_R/VLCC_TD3_TCE|2005-Jan-31|14.46| 64,787 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-01|17.27| 80,997 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-02|20.49| 99,522 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-03|20.75| 101,066 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-04|20.35| 98,750 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-07|20.09| 96,812 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-08|19.95| 96,041 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-09|19.82| 95,269 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-10|19.68| 94,497 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-11|19.82| 95,269 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-14|19.68| 94,497 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-15|19.82| 95,269 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-16|20.09| 96,812 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-17|20.89| 101,444 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-18|20.49| 99,049 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-21|21.69| 105,917 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-22|22.63| 111,242 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-23|22.90| 112,707 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-24|22.36| 109,541 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-25|21.96| 107,146 
 OTKR_R/VLCC_TD3_TCE|2005-Feb-28|20.89| 100,892 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-01|19.68| 93,867 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-02|18.75| 88,385 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-03|15.53| 69,781 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-04|12.72| 53,493 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-07|10.85| 42,607 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-08|10.18| 38,669 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-09|9.37| 33,959 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-10|9.11| 32,258 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-11|11.11| 43,679 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-14|11.78| 47,381 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-15|12.32| 50,311 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-16|14.60| 63,157 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-17|14.06| 60,109 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-18|13.66| 57,793 
 OTKR_R/VLCC_TD3_TCE|2005-Mar-21|14.06| 60,030 
