Sector:,Liquid Propane Gas (LPG),,LGC Fully Refrigerated,,,,
Input Sheet:,Fleet Data,,,,,,
Fleet:,LGC-Fully Refrigerated,,,,,,
Frequency:,Weekly (Friday),,,,,,
Quandl:,LPG_R/LGC_FR,,,,,,
,,,,,,,
Conventions,,,,,,,
  Data are as of close of business on Fridays.,,,,,,,
"  Sources identify the document, site or origin where you got the data. If there are serveral of these, list them like this:  count from OneSource, dwt from AnotherSource",,,,,,,
  CBM values are the total for all vessels counted in reporting period.,,,,,,,
"  Generally these vessels are usuall carry 57,000 CBM.",,,,,,,
,,,,,,,
Date,Deliveries,Deliveries CBM,Demolitions,Demolitions CBM,New Orders,New Orders CBM,Sources
4-Jan-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 31, 2008"
11-Jan-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 7, 2009"
18-Jan-09,0,0,1,"59,000",0,0,"Fearnley Weekly Report pdf dated January 14, 2009"
25-Jan-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 21, 2009"
1-Feb-09,0,0,0,0,0,0,missing
8-Feb-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 4, 2009"
15-Feb-09,0,0,1,"70,706",0,0,"Fearnley Weekly Report pdf dated February 11, 2009 "
22-Feb-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 18, 2009"
1-Mar-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 25, 2009"
8-Mar-09,0,0,1,"70,700",0,0,"Fearnley Weekly Report pdf dated March 4, 2009"
15-Mar-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 11, 2009"
22-Mar-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 18, 2009"
29-Mar-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 25, 2009"
5-Apr-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 1, 2009"
12-Apr-09,0,0,0,0,0,0,Missing
19-Apr-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 15, 2009"
26-Apr-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 22, 2009"
3-May-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 29, 2009"
10-May-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 6, 2009"
17-May-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 13, 2009"
24-May-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 20, 2009"
31-May-09,0,0,1,"74,300",0,0,"Fearnley Weekly Report pdf dated May 27, 2009 (74,300 CBM demolished) "
7-Jun-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 3, 2009"
14-Jun-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 10, 2009"
21-Jun-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 17, 2009"
28-Jun-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 24, 2009"
5-Jul-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 1, 2009"
12-Jul-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 8, 2009"
19-Jul-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 15, 2009"
26-Jul-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 22, 2009"
2-Aug-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 29, 2009"
9-Aug-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 5, 2009"
16-Aug-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 12, 2009"
23-Aug-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 19, 2009"
30-Aug-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 26, 2009"
6-Sep-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 2, 2009"
13-Sep-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated Sepptember 9, 2009"
20-Sep-09,0,0,0,0,0,0,missing
27-Sep-09,0,0,0,0,0,0,missing
4-Oct-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 30, 2009"
11-Oct-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 7, 2009"
18-Oct-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 14, 2009"
25-Oct-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 21, 2009"
1-Nov-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 28, 2009"
8-Nov-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 4, 2009"
15-Nov-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 11, 2009"
22-Nov-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 18, 2009"
29-Nov-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 25, 2009"
6-Dec-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 2, 2009"
13-Dec-09,0,0,0,0,0,0,missing
20-Dec-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 16, 2009"
27-Dec-09,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 23, 2009"
3-Jan-10,0,0,0,0,0,0,Missing
10-Jan-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 6, 2010"
17-Jan-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 13, 2010"
24-Jan-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 20, 2010"
31-Jan-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 27, 2010"
7-Feb-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 3, 2010"
14-Feb-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 10, 2010"
21-Feb-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 17, 2010"
28-Feb-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 24, 2010"
7-Mar-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 3, 2010"
14-Mar-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 10, 2010"
21-Mar-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 17, 2010"
28-Mar-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 24, 2010"
4-Apr-10,0,0,0,0,0,0,Missing
11-Apr-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 7, 2010"
18-Apr-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 14, 2010"
25-Apr-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 21, 2010 "
2-May-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 28, 2010"
9-May-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 5, 2010"
16-May-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 12, 2010"
23-May-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 19, 2010"
30-May-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 26, 2010"
6-Jun-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 2, 2010"
13-Jun-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 9, 2010"
20-Jun-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 16, 2010"
27-Jun-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 23, 2010"
4-Jul-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 30, 2010"
11-Jul-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 7, 2010"
18-Jul-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 14, 2010"
25-Jul-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 21, 2010"
1-Aug-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 28, 2010"
8-Aug-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 4, 2010"
15-Aug-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 11, 2010"
22-Aug-10,0,0,1,"63,258",0,0,"Fearnley Weekly Report pdf dated August 18, 2010"
29-Aug-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 25, 2010"
5-Sep-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 1, 2010 "
12-Sep-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 8, 2010"
19-Sep-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 15, 2012"
26-Sep-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 22, 2010"
3-Oct-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 29, 2010"
10-Oct-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 6, 2010"
17-Oct-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 13, 2010"
24-Oct-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 20, 2010"
31-Oct-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 27, 2010"
7-Nov-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 3, 2010"
14-Nov-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 10, 2010"
21-Nov-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 17, 2010"
28-Nov-10,0,0,1,"63,254",0,0,"Fearnley Weekly Report pdf dated November 24, 2010"
5-Dec-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 1, 2010"
12-Dec-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 8, 2010 "
19-Dec-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 15, 2010"
26-Dec-10,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 22, 2010"
2-Jan-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 29, 2010"
9-Jan-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 5, 2011"
16-Jan-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 12, 2011"
23-Jan-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 19, 2011"
30-Jan-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 26, 2011"
6-Feb-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 2, 2011"
13-Feb-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 9, 2011"
20-Feb-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 16, 2011"
27-Feb-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 23, 2011"
6-Mar-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 2, 2011"
13-Mar-11,0,0,1,"55,173",0,0,"Fearnley Weekly Report pdf dated March 9, 2011"
20-Mar-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 16, 2011"
27-Mar-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 23, 2011"
3-Apr-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 30, 2011"
10-Apr-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 6, 2011"
17-Apr-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 13, 2011"
24-Apr-11,0,0,0,0,0,0,missing
1-May-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 27, 2011 "
8-May-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 4, 2011"
15-May-11,0,0,1,"56,852",0,0,"Fearnley Weekly Report pdf dated May 11, 2011"
22-May-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 18, 2011"
29-May-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 25, 2011"
5-Jun-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 1, 2011"
12-Jun-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 8, 2011"
19-Jun-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 15, 2011"
26-Jun-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 22, 2011"
3-Jul-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 29, 2011"
10-Jul-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 6, 2011"
17-Jul-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 13, 2011"
24-Jul-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 20, 2011"
31-Jul-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 27, 2011"
7-Aug-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 3, 2011"
14-Aug-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 10, 2011"
21-Aug-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 21, 2011"
28-Aug-11,0,0,0,0,0,0,missing
4-Sep-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 31, 2011"
11-Sep-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 7, 2011"
18-Sep-11,0,0,0,0,0,0," Fearnley Weekly Report pdf dated September 14, 2011"
25-Sep-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 21, 2011"
2-Oct-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 28, 2011"
9-Oct-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 5, 2011"
16-Oct-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 12, 2011"
23-Oct-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 19, 2011"
30-Oct-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 26, 2011"
6-Nov-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 2, 2011"
13-Nov-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 9, 2011"
20-Nov-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 16, 2011"
27-Nov-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 23, 2011"
4-Dec-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 30, 2011"
11-Dec-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 7, 2011"
18-Dec-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 14, 2011"
25-Dec-11,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 21, 2011"
1-Jan-12,0,0,0,0,0,0,missing
8-Jan-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 4, 2012"
15-Jan-12,0,0,4,"272,972",0,0,"Fearnley Weekly Report pdf dated January 11, 2012"
22-Jan-12,0,0,1,"66,713",0,0,"Fearnley Weekly Report pdf dated January 18, 2012"
29-Jan-12,0,0,4,"267,022",0,0,"Fearnley Weekly Report pdf dated January  25, 2012"
5-Feb-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 1, 2012"
12-Feb-12,0,0,4,"266,833",0,0,"Fearnley Weekly Report pdf dated February 8, 2012 "
19-Feb-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 15, 2012"
26-Feb-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 22, 2012"
4-Mar-12,0,0,0,0,0,0,missing
11-Mar-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 7, 2012"
18-Mar-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 14, 2012"
25-Mar-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 21, 2012"
1-Apr-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 28, 2012"
8-Apr-12,0,0,0,0,0,0,missing
15-Apr-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 11, 2012"
22-Apr-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 18, 2012"
29-Apr-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 25, 2012"
6-May-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 2, 2012"
13-May-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 9, 2012"
20-May-12,0,0,0,0,0,0,missing
27-May-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 23, 2012"
3-Jun-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 30, 2012 "
10-Jun-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 6, 2012"
17-Jun-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 13, 2012"
24-Jun-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 20, 2012"
1-Jul-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 27, 2012"
8-Jul-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 4, 2012"
15-Jul-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 11, 2012"
22-Jul-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 18, 2012"
29-Jul-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 25, 2012 "
5-Aug-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 1, 2012"
12-Aug-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 8, 2012"
19-Aug-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 15, 2012"
26-Aug-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 22, 2012"
2-Sep-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 29, 2012"
9-Sep-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 5, 2012"
16-Sep-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 12, 2012"
23-Sep-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 19, 2012"
30-Sep-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 26, 2012 "
7-Oct-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 3, 2012"
14-Oct-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 10, 2012"
21-Oct-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 17, 2012"
28-Oct-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 24, 2012"
4-Nov-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 31, 2012"
11-Nov-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 7, 2012"
18-Nov-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 14, 2012"
25-Nov-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 21, 2012"
2-Dec-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 28, 2012"
9-Dec-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 5, 2012"
16-Dec-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 12, 2012"
23-Dec-12,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 19, 2012"
30-Dec-12,0,0,0,0,0,0,missing
6-Jan-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 2, 2013"
13-Jan-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 9, 2013"
20-Jan-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 16, 2013"
27-Jan-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 23, 2013"
3-Feb-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 30, 2013"
10-Feb-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 6, 2013"
17-Feb-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 13, 2013"
24-Feb-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 20,203"
3-Mar-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 27, 2013"
10-Mar-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 6, 2013"
17-Mar-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 13, 2014"
24-Mar-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 20,2013"
31-Mar-13,0,0,0,0,0,0,missing
7-Apr-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 3, 2013 "
14-Apr-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 10, 2013"
21-Apr-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 17, 2013"
28-Apr-13,0,0,0,0,0,0,missing
5-May-13,0,0,0,0,0,0,missing
12-May-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 8, 2013"
19-May-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 15, 2013"
26-May-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 22, 2013"
2-Jun-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 29, 2013"
9-Jun-13,0,0,0,0,0,0,missing
16-Jun-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 12, 2013"
23-Jun-13,0,0,0,0,0,0,missing
30-Jun-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 26, 2013"
7-Jul-13,0,0,0,0,0,0,missing
14-Jul-13,0,0,0,0,0,0,missing
21-Jul-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 17, 2013"
28-Jul-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 24, 2013"
4-Aug-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 31, 2013"
11-Aug-13,0,0,0,0,0,0,missing
18-Aug-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 14, 2013"
25-Aug-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 21, 2013"
1-Sep-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 28, 2013"
8-Sep-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 4, 2013"
15-Sep-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 11, 2013"
22-Sep-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 18, 2013"
29-Sep-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 25, 2013"
6-Oct-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 2, 2013"
13-Oct-13,0,0,0,0,0,0,Missing
20-Oct-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 16, 2013"
27-Oct-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 23, 2013"
3-Nov-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 30, 2013"
10-Nov-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 6, 2013"
17-Nov-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 17, 2013"
24-Nov-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 24, 2013"
1-Dec-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 27, 2013"
8-Dec-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 4, 2013"
15-Dec-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 11, 2013"
22-Dec-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 18, 2013"
29-Dec-13,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 27, 2013"
5-Jan-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 2, 2014"
12-Jan-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 8, 2014"
19-Jan-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 15, 2014"
26-Jan-14,0,0,0,0,1,"60,000","Fearnley Weekly Report pdf dated January 22, 2014 ( Solvang 1LPG 60000 2015)"
2-Feb-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated January 29, 2014"
9-Feb-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 5, 2014"
16-Feb-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 12, 2014"
23-Feb-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 19, 2015"
2-Mar-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated February 26, 2014 "
9-Mar-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 5, 2014"
16-Mar-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 12, 2014 "
23-Mar-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 19, 2014"
30-Mar-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated March 26, 2014"
6-Apr-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 2, 2014"
13-Apr-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 9, 2014"
20-Apr-14,0,0,0,0,0,0,Missing
27-Apr-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 23, 2014"
4-May-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated April 30, 2014"
11-May-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 7, 2014"
18-May-14,0,0,0,0,0,0,Missing
25-May-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 21, 2014"
1-Jun-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated May 28, 2014"
8-Jun-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June, 4, 2014"
15-Jun-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 11, 2014"
22-Jun-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 18, 2014"
29-Jun-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated June 25, 2014"
6-Jul-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 2, 2014"
13-Jul-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 9, 2014"
20-Jul-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 16,2014"
27-Jul-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 23, 2014"
3-Aug-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated July 30, 2014"
10-Aug-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 6, 2014"
17-Aug-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 13, 2014 "
24-Aug-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated August 20, 2014"
31-Aug-14,0,0,0,0,0,0,Missing 
7-Sep-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 3, 2014"
14-Sep-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 10, 2014"
21-Sep-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 17, 2014"
28-Sep-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated September 24, 2014"
5-Oct-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 1, 2014"
12-Oct-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated October 8, 2014"
19-Oct-14,0,0,0,0,0,0,Missing
26-Oct-14,0,0,0,0,0,0,Missing
2-Nov-14,0,0,0,0,0,0,Missing
9-Nov-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 5, 2014"
16-Nov-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 12, 2014"
23-Nov-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 19, 2014"
30-Nov-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated November 26, 2014"
7-Dec-14,0,0,0,0,0,0,"Fearnley Weekly Report pdf dated December 3, 2014"
