Quandl Code,Name,Description
OTKR_R/VLCC_TD3_DBBL,VLCC - Arabian Gulf to Japan (TD3) - Spot Freight Rate - equivalent TCE in $ per barrel ($/bbl),VLCC - Arabian Gulf to Japan (TD3) - Spot Freight Rate - equivalent TCE in $ per barrel ($/bbl).
