Quandl Code|Date|Value
VLCC_TD3_DBBL|2002-Jan-24|0.85
VLCC_TD3_DBBL|2002-Jan-25|0.84
VLCC_TD3_DBBL|2002-Jan-28|0.84
VLCC_TD3_DBBL|2002-Jan-29|0.82
VLCC_TD3_DBBL|2002-Jan-30|0.8
VLCC_TD3_DBBL|2002-Jan-31|0.8
VLCC_TD3_DBBL|2002-Feb-01|0.79
VLCC_TD3_DBBL|2002-Feb-04|0.77
VLCC_TD3_DBBL|2002-Feb-05|0.77
VLCC_TD3_DBBL|2002-Feb-06|0.77
VLCC_TD3_DBBL|2002-Feb-07|0.76
VLCC_TD3_DBBL|2002-Feb-08|0.71
VLCC_TD3_DBBL|2002-Feb-11|0.69
VLCC_TD3_DBBL|2002-Feb-12|0.69
VLCC_TD3_DBBL|2002-Feb-13|0.67
VLCC_TD3_DBBL|2002-Feb-14|0.66
VLCC_TD3_DBBL|2002-Feb-15|0.66
VLCC_TD3_DBBL|2002-Feb-18|0.66
VLCC_TD3_DBBL|2002-Feb-19|0.66
VLCC_TD3_DBBL|2002-Feb-20|0.66
VLCC_TD3_DBBL|2002-Feb-21|0.64
VLCC_TD3_DBBL|2002-Feb-22|0.64
VLCC_TD3_DBBL|2002-Feb-25|0.66
VLCC_TD3_DBBL|2002-Feb-26|0.64
VLCC_TD3_DBBL|2002-Feb-27|0.64
VLCC_TD3_DBBL|2002-Feb-28|0.62
VLCC_TD3_DBBL|2002-Mar-01|0.62
VLCC_TD3_DBBL|2002-Mar-04|0.59
VLCC_TD3_DBBL|2002-Mar-05|0.57
VLCC_TD3_DBBL|2002-Mar-06|0.57
VLCC_TD3_DBBL|2002-Mar-07|0.57
VLCC_TD3_DBBL|2002-Mar-08|0.57
VLCC_TD3_DBBL|2002-Mar-11|0.56
VLCC_TD3_DBBL|2002-Mar-12|0.56
VLCC_TD3_DBBL|2002-Mar-13|0.56
VLCC_TD3_DBBL|2002-Mar-14|0.57
VLCC_TD3_DBBL|2002-Mar-15|0.56
VLCC_TD3_DBBL|2002-Mar-18|0.56
VLCC_TD3_DBBL|2002-Mar-19|0.56
VLCC_TD3_DBBL|2002-Mar-20|0.56
VLCC_TD3_DBBL|2002-Mar-21|0.54
VLCC_TD3_DBBL|2002-Mar-22|0.54
VLCC_TD3_DBBL|2002-Mar-25|0.54
VLCC_TD3_DBBL|2002-Mar-26|0.54
VLCC_TD3_DBBL|2002-Mar-27|0.54
VLCC_TD3_DBBL|2002-Mar-28|0.54
VLCC_TD3_DBBL|2002-Apr-02|0.53
VLCC_TD3_DBBL|2002-Apr-03|0.51
VLCC_TD3_DBBL|2002-Apr-04|0.49
VLCC_TD3_DBBL|2002-Apr-05|0.48
VLCC_TD3_DBBL|2002-Apr-08|0.46
VLCC_TD3_DBBL|2002-Apr-09|0.46
VLCC_TD3_DBBL|2002-Apr-10|0.46
VLCC_TD3_DBBL|2002-Apr-11|0.48
VLCC_TD3_DBBL|2002-Apr-12|0.46
VLCC_TD3_DBBL|2002-Apr-15|0.46
VLCC_TD3_DBBL|2002-Apr-16|0.46
VLCC_TD3_DBBL|2002-Apr-17|0.46
VLCC_TD3_DBBL|2002-Apr-18|0.46
VLCC_TD3_DBBL|2002-Apr-19|0.46
VLCC_TD3_DBBL|2002-Apr-22|0.46
VLCC_TD3_DBBL|2002-Apr-23|0.46
VLCC_TD3_DBBL|2002-Apr-24|0.48
VLCC_TD3_DBBL|2002-Apr-25|0.49
VLCC_TD3_DBBL|2002-Apr-26|0.51
VLCC_TD3_DBBL|2002-Apr-29|0.54
VLCC_TD3_DBBL|2002-Apr-30|0.61
VLCC_TD3_DBBL|2002-May-01|0.61
VLCC_TD3_DBBL|2002-May-02|0.62
VLCC_TD3_DBBL|2002-May-03|0.62
VLCC_TD3_DBBL|2002-May-07|0.66
VLCC_TD3_DBBL|2002-May-08|0.66
VLCC_TD3_DBBL|2002-May-09|0.66
VLCC_TD3_DBBL|2002-May-10|0.67
VLCC_TD3_DBBL|2002-May-13|0.71
VLCC_TD3_DBBL|2002-May-14|0.74
VLCC_TD3_DBBL|2002-May-15|0.8
VLCC_TD3_DBBL|2002-May-16|0.97
VLCC_TD3_DBBL|2002-May-17|1.02
VLCC_TD3_DBBL|2002-May-20|1.03
VLCC_TD3_DBBL|2002-May-21|1
VLCC_TD3_DBBL|2002-May-22|1
VLCC_TD3_DBBL|2002-May-23|0.98
VLCC_TD3_DBBL|2002-May-24|0.94
VLCC_TD3_DBBL|2002-May-27|0.92
VLCC_TD3_DBBL|2002-May-28|0.82
VLCC_TD3_DBBL|2002-May-29|0.8
VLCC_TD3_DBBL|2002-May-30|0.79
VLCC_TD3_DBBL|2002-May-31|0.77
VLCC_TD3_DBBL|2002-Jun-05|0.74
VLCC_TD3_DBBL|2002-Jun-06|0.72
VLCC_TD3_DBBL|2002-Jun-07|0.69
VLCC_TD3_DBBL|2002-Jun-10|0.59
VLCC_TD3_DBBL|2002-Jun-11|0.57
VLCC_TD3_DBBL|2002-Jun-12|0.57
VLCC_TD3_DBBL|2002-Jun-13|0.54
VLCC_TD3_DBBL|2002-Jun-14|0.54
VLCC_TD3_DBBL|2002-Jun-17|0.54
VLCC_TD3_DBBL|2002-Jun-18|0.53
VLCC_TD3_DBBL|2002-Jun-19|0.53
VLCC_TD3_DBBL|2002-Jun-20|0.53
VLCC_TD3_DBBL|2002-Jun-21|0.53
VLCC_TD3_DBBL|2002-Jun-24|0.49
VLCC_TD3_DBBL|2002-Jun-25|0.49
VLCC_TD3_DBBL|2002-Jun-26|0.49
VLCC_TD3_DBBL|2002-Jun-27|0.49
VLCC_TD3_DBBL|2002-Jun-28|0.49
VLCC_TD3_DBBL|2002-Jul-01|0.51
VLCC_TD3_DBBL|2002-Jul-02|0.53
VLCC_TD3_DBBL|2002-Jul-03|0.53
VLCC_TD3_DBBL|2002-Jul-04|0.53
VLCC_TD3_DBBL|2002-Jul-05|0.54
VLCC_TD3_DBBL|2002-Jul-08|0.54
VLCC_TD3_DBBL|2002-Jul-09|0.54
VLCC_TD3_DBBL|2002-Jul-10|0.54
VLCC_TD3_DBBL|2002-Jul-11|0.54
VLCC_TD3_DBBL|2002-Jul-12|0.56
VLCC_TD3_DBBL|2002-Jul-15|0.57
VLCC_TD3_DBBL|2002-Jul-16|0.77
VLCC_TD3_DBBL|2002-Jul-17|0.82
VLCC_TD3_DBBL|2002-Jul-18|0.84
VLCC_TD3_DBBL|2002-Jul-19|0.82
VLCC_TD3_DBBL|2002-Jul-22|0.8
VLCC_TD3_DBBL|2002-Jul-23|0.79
VLCC_TD3_DBBL|2002-Jul-24|0.77
VLCC_TD3_DBBL|2002-Jul-25|0.72
VLCC_TD3_DBBL|2002-Jul-26|0.71
VLCC_TD3_DBBL|2002-Jul-29|0.62
VLCC_TD3_DBBL|2002-Jul-30|0.62
VLCC_TD3_DBBL|2002-Jul-31|0.62
VLCC_TD3_DBBL|2002-Aug-01|0.62
VLCC_TD3_DBBL|2002-Aug-02|0.64
VLCC_TD3_DBBL|2002-Aug-05|0.64
VLCC_TD3_DBBL|2002-Aug-06|0.64
VLCC_TD3_DBBL|2002-Aug-07|0.62
VLCC_TD3_DBBL|2002-Aug-08|0.62
VLCC_TD3_DBBL|2002-Aug-09|0.59
VLCC_TD3_DBBL|2002-Aug-12|0.57
VLCC_TD3_DBBL|2002-Aug-13|0.54
VLCC_TD3_DBBL|2002-Aug-14|0.51
VLCC_TD3_DBBL|2002-Aug-15|0.51
VLCC_TD3_DBBL|2002-Aug-16|0.49
VLCC_TD3_DBBL|2002-Aug-19|0.49
VLCC_TD3_DBBL|2002-Aug-20|0.48
VLCC_TD3_DBBL|2002-Aug-21|0.49
VLCC_TD3_DBBL|2002-Aug-22|0.49
VLCC_TD3_DBBL|2002-Aug-23|0.49
VLCC_TD3_DBBL|2002-Aug-27|0.51
VLCC_TD3_DBBL|2002-Aug-28|0.54
VLCC_TD3_DBBL|2002-Aug-29|0.57
VLCC_TD3_DBBL|2002-Aug-30|0.59
VLCC_TD3_DBBL|2002-Sep-02|0.61
VLCC_TD3_DBBL|2002-Sep-03|0.61
VLCC_TD3_DBBL|2002-Sep-04|0.59
VLCC_TD3_DBBL|2002-Sep-05|0.57
VLCC_TD3_DBBL|2002-Sep-06|0.56
VLCC_TD3_DBBL|2002-Sep-09|0.54
VLCC_TD3_DBBL|2002-Sep-10|0.54
VLCC_TD3_DBBL|2002-Sep-11|0.53
VLCC_TD3_DBBL|2002-Sep-12|0.53
VLCC_TD3_DBBL|2002-Sep-13|0.56
VLCC_TD3_DBBL|2002-Sep-16|0.57
VLCC_TD3_DBBL|2002-Sep-17|0.57
VLCC_TD3_DBBL|2002-Sep-18|0.62
VLCC_TD3_DBBL|2002-Sep-19|0.64
VLCC_TD3_DBBL|2002-Sep-20|0.69
VLCC_TD3_DBBL|2002-Sep-23|0.71
VLCC_TD3_DBBL|2002-Sep-24|0.74
VLCC_TD3_DBBL|2002-Sep-25|0.74
VLCC_TD3_DBBL|2002-Sep-26|0.72
VLCC_TD3_DBBL|2002-Sep-27|0.74
VLCC_TD3_DBBL|2002-Sep-30|0.72
VLCC_TD3_DBBL|2002-Oct-01|0.72
VLCC_TD3_DBBL|2002-Oct-02|0.74
VLCC_TD3_DBBL|2002-Oct-03|0.74
VLCC_TD3_DBBL|2002-Oct-04|0.79
VLCC_TD3_DBBL|2002-Oct-07|0.82
VLCC_TD3_DBBL|2002-Oct-08|0.94
VLCC_TD3_DBBL|2002-Oct-09|1.12
VLCC_TD3_DBBL|2002-Oct-10|1.17
VLCC_TD3_DBBL|2002-Oct-11|1.18
VLCC_TD3_DBBL|2002-Oct-14|1.23
VLCC_TD3_DBBL|2002-Oct-15|1.35
VLCC_TD3_DBBL|2002-Oct-16|1.59
VLCC_TD3_DBBL|2002-Oct-17|1.64
VLCC_TD3_DBBL|2002-Oct-18|1.64
VLCC_TD3_DBBL|2002-Oct-21|1.61
VLCC_TD3_DBBL|2002-Oct-22|1.59
VLCC_TD3_DBBL|2002-Oct-23|1.58
VLCC_TD3_DBBL|2002-Oct-24|1.54
VLCC_TD3_DBBL|2002-Oct-25|1.53
VLCC_TD3_DBBL|2002-Oct-28|1.49
VLCC_TD3_DBBL|2002-Oct-29|1.25
VLCC_TD3_DBBL|2002-Oct-30|1.21
VLCC_TD3_DBBL|2002-Oct-31|1.15
VLCC_TD3_DBBL|2002-Nov-01|1.07
VLCC_TD3_DBBL|2002-Nov-04|1.02
VLCC_TD3_DBBL|2002-Nov-05|0.97
VLCC_TD3_DBBL|2002-Nov-06|0.95
VLCC_TD3_DBBL|2002-Nov-07|1.03
VLCC_TD3_DBBL|2002-Nov-08|1.03
VLCC_TD3_DBBL|2002-Nov-11|1.03
VLCC_TD3_DBBL|2002-Nov-12|1.1
VLCC_TD3_DBBL|2002-Nov-13|1.12
VLCC_TD3_DBBL|2002-Nov-14|1.26
VLCC_TD3_DBBL|2002-Nov-15|1.44
VLCC_TD3_DBBL|2002-Nov-18|1.46
VLCC_TD3_DBBL|2002-Nov-19|1.64
VLCC_TD3_DBBL|2002-Nov-20|1.94
VLCC_TD3_DBBL|2002-Nov-21|1.9
VLCC_TD3_DBBL|2002-Nov-22|1.85
VLCC_TD3_DBBL|2002-Nov-25|1.82
VLCC_TD3_DBBL|2002-Nov-26|1.79
VLCC_TD3_DBBL|2002-Nov-27|1.62
VLCC_TD3_DBBL|2002-Nov-28|1.61
VLCC_TD3_DBBL|2002-Nov-29|1.64
VLCC_TD3_DBBL|2002-Dec-02|1.58
VLCC_TD3_DBBL|2002-Dec-03|1.56
VLCC_TD3_DBBL|2002-Dec-04|1.66
VLCC_TD3_DBBL|2002-Dec-05|1.87
VLCC_TD3_DBBL|2002-Dec-06|1.94
VLCC_TD3_DBBL|2002-Dec-09|1.95
VLCC_TD3_DBBL|2002-Dec-10|2.07
VLCC_TD3_DBBL|2002-Dec-11|2.12
VLCC_TD3_DBBL|2002-Dec-12|2.1
VLCC_TD3_DBBL|2002-Dec-13|2.17
VLCC_TD3_DBBL|2002-Dec-16|2.22
VLCC_TD3_DBBL|2002-Dec-17|2.27
VLCC_TD3_DBBL|2002-Dec-18|2.27
VLCC_TD3_DBBL|2002-Dec-19|2.22
VLCC_TD3_DBBL|2002-Dec-20|1.99
VLCC_TD3_DBBL|2002-Dec-23|1.81
VLCC_TD3_DBBL|2002-Dec-24|1.77
VLCC_TD3_DBBL|2003-Jan-02|1.62
VLCC_TD3_DBBL|2003-Jan-03|1.65
VLCC_TD3_DBBL|2003-Jan-06|1.67
VLCC_TD3_DBBL|2003-Jan-07|1.91
VLCC_TD3_DBBL|2003-Jan-08|2.06
VLCC_TD3_DBBL|2003-Jan-09|2.28
VLCC_TD3_DBBL|2003-Jan-10|2.58
VLCC_TD3_DBBL|2003-Jan-13|2.59
VLCC_TD3_DBBL|2003-Jan-14|2.59
VLCC_TD3_DBBL|2003-Jan-15|2.62
VLCC_TD3_DBBL|2003-Jan-16|2.61
VLCC_TD3_DBBL|2003-Jan-17|2.59
VLCC_TD3_DBBL|2003-Jan-20|2.59
VLCC_TD3_DBBL|2003-Jan-21|2.58
VLCC_TD3_DBBL|2003-Jan-22|2.54
VLCC_TD3_DBBL|2003-Jan-23|2.51
VLCC_TD3_DBBL|2003-Jan-24|2.49
VLCC_TD3_DBBL|2003-Jan-27|2.43
VLCC_TD3_DBBL|2003-Jan-28|2.43
VLCC_TD3_DBBL|2003-Jan-29|2.4
VLCC_TD3_DBBL|2003-Jan-30|2.28
VLCC_TD3_DBBL|2003-Jan-31|2.14
VLCC_TD3_DBBL|2003-Feb-03|1.85
VLCC_TD3_DBBL|2003-Feb-04|1.8
VLCC_TD3_DBBL|2003-Feb-05|1.77
VLCC_TD3_DBBL|2003-Feb-06|1.65
VLCC_TD3_DBBL|2003-Feb-07|1.22
VLCC_TD3_DBBL|2003-Feb-10|1.18
VLCC_TD3_DBBL|2003-Feb-11|1.18
VLCC_TD3_DBBL|2003-Feb-12|1.47
VLCC_TD3_DBBL|2003-Feb-13|1.93
VLCC_TD3_DBBL|2003-Feb-14|2.22
VLCC_TD3_DBBL|2003-Feb-17|2.27
VLCC_TD3_DBBL|2003-Feb-18|2.25
VLCC_TD3_DBBL|2003-Feb-19|2.19
VLCC_TD3_DBBL|2003-Feb-20|2.03
VLCC_TD3_DBBL|2003-Feb-21|1.96
VLCC_TD3_DBBL|2003-Feb-24|1.9
VLCC_TD3_DBBL|2003-Feb-25|1.73
VLCC_TD3_DBBL|2003-Feb-26|1.56
VLCC_TD3_DBBL|2003-Feb-27|1.18
VLCC_TD3_DBBL|2003-Feb-28|1.57
VLCC_TD3_DBBL|2003-Mar-03|1.75
VLCC_TD3_DBBL|2003-Mar-04|1.78
VLCC_TD3_DBBL|2003-Mar-05|1.77
VLCC_TD3_DBBL|2003-Mar-06|1.9
VLCC_TD3_DBBL|2003-Mar-07|2.45
VLCC_TD3_DBBL|2003-Mar-10|2.53
VLCC_TD3_DBBL|2003-Mar-11|2.49
VLCC_TD3_DBBL|2003-Mar-12|2.61
VLCC_TD3_DBBL|2003-Mar-13|2.61
VLCC_TD3_DBBL|2003-Mar-14|2.64
VLCC_TD3_DBBL|2003-Mar-17|2.58
VLCC_TD3_DBBL|2003-Mar-18|2.51
VLCC_TD3_DBBL|2003-Mar-19|2.4
VLCC_TD3_DBBL|2003-Mar-20|1.96
VLCC_TD3_DBBL|2003-Mar-21|1.75
VLCC_TD3_DBBL|2003-Mar-24|1.8
VLCC_TD3_DBBL|2003-Mar-25|2.03
VLCC_TD3_DBBL|2003-Mar-26|2.15
VLCC_TD3_DBBL|2003-Mar-27|2.15
VLCC_TD3_DBBL|2003-Mar-28|2.2
VLCC_TD3_DBBL|2003-Mar-31|2.19
VLCC_TD3_DBBL|2003-Apr-01|2.17
VLCC_TD3_DBBL|2003-Apr-02|2.04
VLCC_TD3_DBBL|2003-Apr-03|1.91
VLCC_TD3_DBBL|2003-Apr-04|1.78
VLCC_TD3_DBBL|2003-Apr-07|1.54
VLCC_TD3_DBBL|2003-Apr-08|1.49
VLCC_TD3_DBBL|2003-Apr-09|1.31
VLCC_TD3_DBBL|2003-Apr-10|1.44
VLCC_TD3_DBBL|2003-Apr-11|1.51
VLCC_TD3_DBBL|2003-Apr-14|1.57
VLCC_TD3_DBBL|2003-Apr-15|1.59
VLCC_TD3_DBBL|2003-Apr-16|1.59
VLCC_TD3_DBBL|2003-Apr-17|1.52
VLCC_TD3_DBBL|2003-Apr-22|1.23
VLCC_TD3_DBBL|2003-Apr-23|1.17
VLCC_TD3_DBBL|2003-Apr-24|1.18
VLCC_TD3_DBBL|2003-Apr-25|1.17
VLCC_TD3_DBBL|2003-Apr-28|1.09
VLCC_TD3_DBBL|2003-Apr-29|0.94
VLCC_TD3_DBBL|2003-Apr-30|0.81
VLCC_TD3_DBBL|2003-May-01|0.79
VLCC_TD3_DBBL|2003-May-02|0.75
VLCC_TD3_DBBL|2003-May-06|0.71
VLCC_TD3_DBBL|2003-May-07|0.94
VLCC_TD3_DBBL|2003-May-08|1.28
VLCC_TD3_DBBL|2003-May-09|1.67
VLCC_TD3_DBBL|2003-May-12|1.75
VLCC_TD3_DBBL|2003-May-13|1.86
VLCC_TD3_DBBL|2003-May-14|1.83
VLCC_TD3_DBBL|2003-May-15|1.77
VLCC_TD3_DBBL|2003-May-16|1.78
VLCC_TD3_DBBL|2003-May-19|1.77
VLCC_TD3_DBBL|2003-May-20|1.44
VLCC_TD3_DBBL|2003-May-21|1.26
VLCC_TD3_DBBL|2003-May-22|1.07
VLCC_TD3_DBBL|2003-May-23|1.22
VLCC_TD3_DBBL|2003-May-27|1.46
VLCC_TD3_DBBL|2003-May-28|1.56
VLCC_TD3_DBBL|2003-May-29|1.51
VLCC_TD3_DBBL|2003-May-30|1.43
VLCC_TD3_DBBL|2003-Jun-02|1.31
VLCC_TD3_DBBL|2003-Jun-03|1.33
VLCC_TD3_DBBL|2003-Jun-04|1.34
VLCC_TD3_DBBL|2003-Jun-05|1.33
VLCC_TD3_DBBL|2003-Jun-06|1.33
VLCC_TD3_DBBL|2003-Jun-09|1.3
VLCC_TD3_DBBL|2003-Jun-10|1.3
VLCC_TD3_DBBL|2003-Jun-11|1.28
VLCC_TD3_DBBL|2003-Jun-12|1.3
VLCC_TD3_DBBL|2003-Jun-13|1.3
VLCC_TD3_DBBL|2003-Jun-16|1.28
VLCC_TD3_DBBL|2003-Jun-17|1.28
VLCC_TD3_DBBL|2003-Jun-18|1.25
VLCC_TD3_DBBL|2003-Jun-19|1.17
VLCC_TD3_DBBL|2003-Jun-20|1.13
VLCC_TD3_DBBL|2003-Jun-23|0.94
VLCC_TD3_DBBL|2003-Jun-24|0.89
VLCC_TD3_DBBL|2003-Jun-25|0.96
VLCC_TD3_DBBL|2003-Jun-26|0.99
VLCC_TD3_DBBL|2003-Jun-27|1.02
VLCC_TD3_DBBL|2003-Jun-30|1.04
VLCC_TD3_DBBL|2003-Jul-01|1.02
VLCC_TD3_DBBL|2003-Jul-02|0.92
VLCC_TD3_DBBL|2003-Jul-03|0.84
VLCC_TD3_DBBL|2003-Jul-04|0.75
VLCC_TD3_DBBL|2003-Jul-07|0.71
VLCC_TD3_DBBL|2003-Jul-08|0.73
VLCC_TD3_DBBL|2003-Jul-09|0.76
VLCC_TD3_DBBL|2003-Jul-10|0.84
VLCC_TD3_DBBL|2003-Jul-11|0.89
VLCC_TD3_DBBL|2003-Jul-14|0.91
VLCC_TD3_DBBL|2003-Jul-15|0.87
VLCC_TD3_DBBL|2003-Jul-16|0.83
VLCC_TD3_DBBL|2003-Jul-17|0.81
VLCC_TD3_DBBL|2003-Jul-18|0.78
VLCC_TD3_DBBL|2003-Jul-21|0.76
VLCC_TD3_DBBL|2003-Jul-22|0.76
VLCC_TD3_DBBL|2003-Jul-23|0.79
VLCC_TD3_DBBL|2003-Jul-24|0.79
VLCC_TD3_DBBL|2003-Jul-25|0.78
VLCC_TD3_DBBL|2003-Jul-28|0.76
VLCC_TD3_DBBL|2003-Jul-29|0.75
VLCC_TD3_DBBL|2003-Jul-30|0.75
VLCC_TD3_DBBL|2003-Jul-31|0.73
VLCC_TD3_DBBL|2003-Aug-01|0.73
VLCC_TD3_DBBL|2003-Aug-04|0.73
VLCC_TD3_DBBL|2003-Aug-05|0.71
VLCC_TD3_DBBL|2003-Aug-06|0.7
VLCC_TD3_DBBL|2003-Aug-07|0.68
VLCC_TD3_DBBL|2003-Aug-08|0.66
VLCC_TD3_DBBL|2003-Aug-11|0.66
VLCC_TD3_DBBL|2003-Aug-12|0.65
VLCC_TD3_DBBL|2003-Aug-13|0.66
VLCC_TD3_DBBL|2003-Aug-14|0.66
VLCC_TD3_DBBL|2003-Aug-15|0.68
VLCC_TD3_DBBL|2003-Aug-18|0.7
VLCC_TD3_DBBL|2003-Aug-19|0.71
VLCC_TD3_DBBL|2003-Aug-20|0.75
VLCC_TD3_DBBL|2003-Aug-21|0.86
VLCC_TD3_DBBL|2003-Aug-22|0.99
VLCC_TD3_DBBL|2003-Aug-26|1.07
VLCC_TD3_DBBL|2003-Aug-27|1.1
VLCC_TD3_DBBL|2003-Aug-28|1.15
VLCC_TD3_DBBL|2003-Aug-29|1.15
VLCC_TD3_DBBL|2003-Sep-01|1.17
VLCC_TD3_DBBL|2003-Sep-02|1.17
VLCC_TD3_DBBL|2003-Sep-03|1.18
VLCC_TD3_DBBL|2003-Sep-04|1.22
VLCC_TD3_DBBL|2003-Sep-05|1.59
VLCC_TD3_DBBL|2003-Sep-08|1.78
VLCC_TD3_DBBL|2003-Sep-09|1.83
VLCC_TD3_DBBL|2003-Sep-10|1.83
VLCC_TD3_DBBL|2003-Sep-11|1.81
VLCC_TD3_DBBL|2003-Sep-12|1.8
VLCC_TD3_DBBL|2003-Sep-15|1.85
VLCC_TD3_DBBL|2003-Sep-16|1.9
VLCC_TD3_DBBL|2003-Sep-17|2.09
VLCC_TD3_DBBL|2003-Sep-18|2.17
VLCC_TD3_DBBL|2003-Sep-19|2.19
VLCC_TD3_DBBL|2003-Sep-22|2.17
VLCC_TD3_DBBL|2003-Sep-23|1.98
VLCC_TD3_DBBL|2003-Sep-24|1.8
VLCC_TD3_DBBL|2003-Sep-25|1.65
VLCC_TD3_DBBL|2003-Sep-26|1.54
VLCC_TD3_DBBL|2003-Sep-29|1.47
VLCC_TD3_DBBL|2003-Sep-30|1.34
VLCC_TD3_DBBL|2003-Oct-01|1.04
VLCC_TD3_DBBL|2003-Oct-02|0.86
VLCC_TD3_DBBL|2003-Oct-03|0.84
VLCC_TD3_DBBL|2003-Oct-06|0.97
VLCC_TD3_DBBL|2003-Oct-07|0.92
VLCC_TD3_DBBL|2003-Oct-08|0.86
VLCC_TD3_DBBL|2003-Oct-09|0.83
VLCC_TD3_DBBL|2003-Oct-10|0.81
VLCC_TD3_DBBL|2003-Oct-13|0.81
VLCC_TD3_DBBL|2003-Oct-14|0.79
VLCC_TD3_DBBL|2003-Oct-15|0.78
VLCC_TD3_DBBL|2003-Oct-16|0.78
VLCC_TD3_DBBL|2003-Oct-17|0.79
VLCC_TD3_DBBL|2003-Oct-20|0.78
VLCC_TD3_DBBL|2003-Oct-21|0.81
VLCC_TD3_DBBL|2003-Oct-22|0.81
VLCC_TD3_DBBL|2003-Oct-23|0.83
VLCC_TD3_DBBL|2003-Oct-24|1.25
VLCC_TD3_DBBL|2003-Oct-27|1.26
VLCC_TD3_DBBL|2003-Oct-28|1.2
VLCC_TD3_DBBL|2003-Oct-29|1.15
VLCC_TD3_DBBL|2003-Oct-30|1.18
VLCC_TD3_DBBL|2003-Oct-31|1.3
VLCC_TD3_DBBL|2003-Nov-03|1.51
VLCC_TD3_DBBL|2003-Nov-04|1.68
VLCC_TD3_DBBL|2003-Nov-05|1.98
VLCC_TD3_DBBL|2003-Nov-06|2.43
VLCC_TD3_DBBL|2003-Nov-07|2.48
VLCC_TD3_DBBL|2003-Nov-10|2.48
VLCC_TD3_DBBL|2003-Nov-11|2.48
VLCC_TD3_DBBL|2003-Nov-12|2.49
VLCC_TD3_DBBL|2003-Nov-13|2.49
VLCC_TD3_DBBL|2003-Nov-14|2.61
VLCC_TD3_DBBL|2003-Nov-17|2.59
VLCC_TD3_DBBL|2003-Nov-18|2.56
VLCC_TD3_DBBL|2003-Nov-19|2.49
VLCC_TD3_DBBL|2003-Nov-20|2.51
VLCC_TD3_DBBL|2003-Nov-21|2.49
VLCC_TD3_DBBL|2003-Nov-24|2.48
VLCC_TD3_DBBL|2003-Nov-25|2.46
VLCC_TD3_DBBL|2003-Nov-26|2.48
VLCC_TD3_DBBL|2003-Nov-27|2.48
VLCC_TD3_DBBL|2003-Nov-28|2.48
VLCC_TD3_DBBL|2003-Dec-01|2.43
VLCC_TD3_DBBL|2003-Dec-02|2.4
VLCC_TD3_DBBL|2003-Dec-03|2.43
VLCC_TD3_DBBL|2003-Dec-04|2.56
VLCC_TD3_DBBL|2003-Dec-05|2.62
VLCC_TD3_DBBL|2003-Dec-08|2.62
VLCC_TD3_DBBL|2003-Dec-09|2.61
VLCC_TD3_DBBL|2003-Dec-10|2.62
VLCC_TD3_DBBL|2003-Dec-11|2.62
VLCC_TD3_DBBL|2003-Dec-12|2.59
VLCC_TD3_DBBL|2003-Dec-15|2.61
VLCC_TD3_DBBL|2003-Dec-16|2.64
VLCC_TD3_DBBL|2003-Dec-17|2.62
VLCC_TD3_DBBL|2003-Dec-18|2.64
VLCC_TD3_DBBL|2003-Dec-19|2.64
VLCC_TD3_DBBL|2003-Dec-22|2.64
VLCC_TD3_DBBL|2003-Dec-23|2.59
VLCC_TD3_DBBL|2003-Dec-24|2.51
VLCC_TD3_DBBL|2004-Jan-02|1.77
VLCC_TD3_DBBL|2004-Jan-05|1.7
VLCC_TD3_DBBL|2004-Jan-06|1.57
VLCC_TD3_DBBL|2004-Jan-07|1.52
VLCC_TD3_DBBL|2004-Jan-08|1.63
VLCC_TD3_DBBL|2004-Jan-09|1.77
VLCC_TD3_DBBL|2004-Jan-12|2.27
VLCC_TD3_DBBL|2004-Jan-13|2.52
VLCC_TD3_DBBL|2004-Jan-14|2.59
VLCC_TD3_DBBL|2004-Jan-15|2.57
VLCC_TD3_DBBL|2004-Jan-16|2.52
VLCC_TD3_DBBL|2004-Jan-19|2.57
VLCC_TD3_DBBL|2004-Jan-20|2.59
VLCC_TD3_DBBL|2004-Jan-21|2.64
VLCC_TD3_DBBL|2004-Jan-22|2.62
VLCC_TD3_DBBL|2004-Jan-23|2.55
VLCC_TD3_DBBL|2004-Jan-26|2.52
VLCC_TD3_DBBL|2004-Jan-27|2.5
VLCC_TD3_DBBL|2004-Jan-28|2.55
VLCC_TD3_DBBL|2004-Jan-29|2.53
VLCC_TD3_DBBL|2004-Jan-30|2.66
VLCC_TD3_DBBL|2004-Feb-02|2.67
VLCC_TD3_DBBL|2004-Feb-03|2.78
VLCC_TD3_DBBL|2004-Feb-04|2.88
VLCC_TD3_DBBL|2004-Feb-05|2.92
VLCC_TD3_DBBL|2004-Feb-06|2.88
VLCC_TD3_DBBL|2004-Feb-09|2.81
VLCC_TD3_DBBL|2004-Feb-10|2.73
VLCC_TD3_DBBL|2004-Feb-11|2.69
VLCC_TD3_DBBL|2004-Feb-12|2.55
VLCC_TD3_DBBL|2004-Feb-13|2.5
VLCC_TD3_DBBL|2004-Feb-16|2.41
VLCC_TD3_DBBL|2004-Feb-17|2.34
VLCC_TD3_DBBL|2004-Feb-18|2.05
VLCC_TD3_DBBL|2004-Feb-19|2.03
VLCC_TD3_DBBL|2004-Feb-20|2.15
VLCC_TD3_DBBL|2004-Feb-23|2.08
VLCC_TD3_DBBL|2004-Feb-24|2.03
