Date,TCE
2007-Jul-13,"27,006"
2007-Jul-16,"27,006"
2007-Jul-17,"27,006"
2007-Jul-18,"25,906"
2007-Jul-19,"24,884"
2007-Jul-20,"23,863"
2007-Jul-23,"23,863"
2007-Jul-24,"23,863"
2007-Jul-25,"23,863"
2007-Jul-26,"22,841"
2007-Jul-27,"22,841"
2007-Jul-30,"22,841"
2007-Jul-31,"21,820"
2007-Aug-01,"20,798"
2007-Aug-02,"19,777"
2007-Aug-03,"19,777"
2007-Aug-06,"18,755"
2007-Aug-07,"18,755"
2007-Aug-08,"18,755"
2007-Aug-09,"18,755"
2007-Aug-10,"18,755"
2007-Aug-13,"17,734"
2007-Aug-14,"17,576"
2007-Aug-15,"17,419"
2007-Aug-16,"17,261"
2007-Aug-17,"17,104"
2007-Aug-20,"17,968"
2007-Aug-21,"18,832"
2007-Aug-22,"29,911"
2007-Aug-23,"32,975"
2007-Aug-24,"32,975"
2007-Aug-28,"32,975"
2007-Aug-29,"29,911"
2007-Aug-30,"28,889"
2007-Aug-31,"27,868"
2007-Sep-03,"24,803"
2007-Sep-04,"21,739"
2007-Sep-05,"20,717"
2007-Sep-06,"19,538"
2007-Sep-07,"18,359"
2007-Sep-10,"18,202"
2007-Sep-11,"18,044"
2007-Sep-12,"15,844"
2007-Sep-13,"14,822"
2007-Sep-14,"14,822"
2007-Sep-17,"15,844"
2007-Sep-18,"16,865"
2007-Sep-19,"17,887"
2007-Sep-20,"24,016"
2007-Sep-21,"27,905"
2007-Sep-24,"29,751"
2007-Sep-25,"29,554"
2007-Sep-26,"29,357"
2007-Sep-27,"28,963"
2007-Sep-28,"27,548"
2007-Oct-01,"26,527"
2007-Oct-02,"25,505"
2007-Oct-03,"23,462"
2007-Oct-04,"21,419"
2007-Oct-05,"18,355"
2007-Oct-08,"17,333"
2007-Oct-09,"14,269"
2007-Oct-10,"16,312"
2007-Oct-11,"16,312"
2007-Oct-12,"15,997"
2007-Oct-15,"16,703"
2007-Oct-16,"18,431"
2007-Oct-17,"20,159"
2007-Oct-18,"22,908"
2007-Oct-19,"23,615"
2007-Oct-22,"23,300"
2007-Oct-23,"21,963"
2007-Oct-24,"20,627"
2007-Oct-25,"19,290"
2007-Oct-26,"18,975"
2007-Oct-29,"17,639"
2007-Oct-30,"19,367"
2007-Oct-31,"20,073"
2007-Nov-01,"20,780"
2007-Nov-02,"20,465"
2007-Nov-05,"19,128"
2007-Nov-06,"17,792"
2007-Nov-07,"17,477"
2007-Nov-08,"17,162"
2007-Nov-09,"16,374"
2007-Nov-12,"17,002"
2007-Nov-13,"18,417"
2007-Nov-14,"22,897"
2007-Nov-15,"26,198"
2007-Nov-16,"28,477"
2007-Nov-19,"32,799"
2007-Nov-20,"37,121"
2007-Nov-21,"41,444"
2007-Nov-22,"58,024"
2007-Nov-23,"87,883"
2007-Nov-26,"97,313"
2007-Nov-27,"114,914"
2007-Nov-28,"130,473"
2007-Nov-29,"134,795"
2007-Nov-30,"136,053"
2007-Dec-03,"136,289"
2007-Dec-04,"135,504"
2007-Dec-05,"133,697"
2007-Dec-06,"136,998"
2007-Dec-07,"153,578"
2007-Dec-10,"179,979"
2007-Dec-11,"192,080"
2007-Dec-12,"193,965"
2007-Dec-13,"199,937"
2007-Dec-14,"244,725"
2007-Dec-17,"274,191"
2007-Dec-18,"285,269"
2007-Dec-19,"284,090"
2007-Dec-20,"250,224"
2007-Dec-21,"244,959"
2007-Dec-24,"241,737"
2008-Jan-02,"220,776"
2008-Jan-03,"219,578"
2008-Jan-04,"210,056"
2008-Jan-07,"196,372"
2008-Jan-08,"156,674"
2008-Jan-09,"138,828"
2008-Jan-10,"131,387"
2008-Jan-11,"123,946"
2008-Jan-14,"111,302"
2008-Jan-15,"108,260"
2008-Jan-16,"93,771"
2008-Jan-17,"83,445"
2008-Jan-18,"76,240"
2008-Jan-21,"71,116"
2008-Jan-22,"63,911"
2008-Jan-23,"52,544"
2008-Jan-24,"49,502"
2008-Jan-25,"41,256"
2008-Jan-28,"47,578"
2008-Jan-29,"59,102"
2008-Jan-30,"81,032"
2008-Jan-31,"87,590"
2008-Feb-01,"88,709"
2008-Feb-04,"87,748"
2008-Feb-05,"83,664"
2008-Feb-06,"78,856"
2008-Feb-07,"75,813"
2008-Feb-08,"71,729"
2008-Feb-11,"70,768"
2008-Feb-12,"71,887"
2008-Feb-13,"74,851"
2008-Feb-14,"76,774"
2008-Feb-15,"76,617"
2008-Feb-18,"77,500"
2008-Feb-19,"77,342"
2008-Feb-20,"77,185"
2008-Feb-21,"77,027"
2008-Feb-22,"78,951"
2008-Feb-25,"78,793"
2008-Feb-26,"84,879"
2008-Feb-27,"94,086"
2008-Feb-28,"96,010"
2008-Feb-29,"95,852"
2008-Mar-03,"89,452"
2008-Mar-04,"86,173"
2008-Mar-05,"81,853"
2008-Mar-06,"77,533"
2008-Mar-07,"65,930"
2008-Mar-10,"52,246"
2008-Mar-11,"49,046"
2008-Mar-12,"48,005"
2008-Mar-13,"48,005"
2008-Mar-14,"49,046"
2008-Mar-17,"53,208"
2008-Mar-18,"72,741"
2008-Mar-19,"77,708"
2008-Mar-20,"80,593"
2008-Mar-25,"92,843"
2008-Mar-26,"94,688"
2008-Mar-27,"93,647"
2008-Mar-28,"90,526"
2008-Mar-31,"90,526"
2008-Apr-01,"86,364"
2008-Apr-02,"79,080"
2008-Apr-03,"62,825"
2008-Apr-04,"47,612"
2008-Apr-07,"42,015"
2008-Apr-08,"38,106"
2008-Apr-09,"35,710"
2008-Apr-10,"39,557"
2008-Apr-11,"50,688"
2008-Apr-14,"60,778"
2008-Apr-15,"70,868"
2008-Apr-16,"74,715"
2008-Apr-17,"82,724"
2008-Apr-18,"84,490"
2008-Apr-21,"89,378"
2008-Apr-22,"99,468"
2008-Apr-23,"107,477"
2008-Apr-24,"115,486"
2008-Apr-25,"127,815"
2008-Apr-28,"135,098"
2008-Apr-29,"135,098"
2008-Apr-30,"138,220"
2008-May-01,"139,260"
2008-May-02,"138,220"
2008-May-06,"138,220"
2008-May-07,"155,909"
2008-May-08,"164,233"
2008-May-09,"164,233"
2008-May-12,"164,879"
2008-May-13,"164,722"
2008-May-14,"162,562"
2008-May-15,"164,643"
2008-May-16,"165,290"
2008-May-19,"164,896"
2008-May-20,"163,462"
2008-May-21,"163,068"
2008-May-22,"159,553"
2008-May-23,"157,961"
2008-May-27,"149,637"
2008-May-28,"144,434"
2008-May-29,"142,353"
2008-May-30,"138,191"
2008-Jun-02,"136,110"
2008-Jun-03,"132,989"
2008-Jun-04,"131,948"
2008-Jun-05,"130,908"
2008-Jun-06,"130,908"
2008-Jun-09,"132,989"
2008-Jun-10,"132,989"
2008-Jun-11,"141,960"
2008-Jun-12,"146,768"
2008-Jun-13,"150,537"
2008-Jun-16,"153,264"
2008-Jun-17,"153,911"
2008-Jun-18,"157,679"
2008-Jun-19,"170,812"
2008-Jun-20,"170,419"
2008-Jun-23,"171,065"
2008-Jun-24,"174,834"
2008-Jun-25,"178,602"
2008-Jun-26,"182,370"
2008-Jun-27,"191,341"
2008-Jun-30,"194,069"
2008-Jul-01,"196,797"
2008-Jul-02,"194,322"
2008-Jul-03,"190,807"
2008-Jul-04,"188,332"
2008-Jul-07,"185,857"
2008-Jul-08,"182,988"
2008-Jul-09,"182,201"
2008-Jul-10,"180,120"
2008-Jul-11,"179,473"
2008-Jul-14,"180,514"
2008-Jul-15,"184,676"
2008-Jul-16,"185,716"
2008-Jul-17,"187,797"
2008-Jul-18,"186,993"
2008-Jul-21,"188,270"
2008-Jul-22,"189,546"
2008-Jul-23,"183,540"
2008-Jul-24,"181,459"
2008-Jul-25,"177,297"
2008-Jul-28,"171,054"
2008-Jul-29,"152,324"
2008-Jul-30,"130,473"
2008-Jul-31,"99,258"
2008-Aug-01,"68,043"
2008-Aug-04,"56,597"
2008-Aug-05,"53,475"
2008-Aug-06,"43,070"
2008-Aug-07,"36,827"
2008-Aug-08,"34,178"
2008-Aug-11,"33,610"
2008-Aug-12,"35,123"
2008-Aug-13,"35,596"
2008-Aug-14,"33,987"
2008-Aug-15,"31,338"
2008-Aug-18,"29,730"
2008-Aug-19,"23,959"
2008-Aug-20,"17,148"
2008-Aug-21,"13,459"
2008-Aug-22,"14,972"
2008-Aug-26,"22,728"
2008-Aug-27,"30,484"
2008-Aug-28,"39,848"
2008-Aug-29,"46,249"
2008-Sep-01,"48,803"
2008-Sep-02,"51,356"
2008-Sep-03,"60,153"
2008-Sep-04,"72,639"
2008-Sep-05,"74,877"
2008-Sep-08,"74,309"
2008-Sep-09,"74,782"
2008-Sep-10,"74,214"
2008-Sep-11,"68,522"
2008-Sep-12,"65,952"
2008-Sep-15,"65,463"
2008-Sep-16,"58,730"
2008-Sep-17,"51,998"
2008-Sep-18,"51,509"
2008-Sep-19,"62,544"
2008-Sep-22,"67,336"
2008-Sep-23,"87,736"
2008-Sep-24,"102,933"
2008-Sep-25,"109,806"
2008-Sep-26,"111,477"
2008-Sep-29,"110,971"
2008-Sep-30,"110,718"
2008-Oct-01,"110,465"
2008-Oct-02,"107,090"
2008-Oct-03,"105,797"
2008-Oct-06,"106,584"
2008-Oct-07,"104,250"
2008-Oct-08,"97,754"
2008-Oct-09,"94,380"
2008-Oct-10,"80,600"
2008-Oct-13,"79,306"
2008-Oct-14,"76,972"
2008-Oct-15,"71,517"
2008-Oct-16,"69,183"
2008-Oct-17,"66,849"
2008-Oct-20,"65,555"
2008-Oct-21,"64,262"
2008-Oct-22,"61,928"
2008-Oct-23,"59,594"
2008-Oct-24,"56,219"
2008-Oct-27,"53,885"
2008-Oct-28,"49,470"
2008-Oct-29,"48,177"
2008-Oct-30,"48,571"
2008-Oct-31,"48,571"
2008-Nov-03,"48,571"
2008-Nov-04,"48,571"
2008-Nov-05,"50,652"
2008-Nov-06,"49,611"
2008-Nov-07,"49,611"
2008-Nov-10,"48,571"
2008-Nov-11,"48,571"
2008-Nov-12,"48,571"
2008-Nov-13,"48,571"
2008-Nov-14,"47,845"
2008-Nov-17,"48,160"
2008-Nov-18,"48,475"
2008-Nov-19,"48,790"
2008-Nov-20,"49,105"
2008-Nov-21,"49,420"
2008-Nov-24,"46,614"
2008-Nov-25,"45,888"
2008-Nov-26,"45,163"
2008-Nov-27,"45,478"
2008-Nov-28,"43,712"
2008-Dec-01,"43,712"
2008-Dec-02,"44,752"
2008-Dec-03,"52,036"
2008-Dec-04,"73,886"
2008-Dec-05,"75,731"
2008-Dec-08,"74,454"
2008-Dec-09,"67,975"
2008-Dec-10,"66,698"
2008-Dec-11,"64,381"
2008-Dec-12,"63,104"
2008-Dec-15,"61,827"
2008-Dec-16,"60,551"
2008-Dec-17,"60,314"
2008-Dec-18,"59,038"
2008-Dec-19,"58,801"
2008-Dec-22,"50,241"
2008-Dec-23,"42,721"
2008-Dec-24,"40,404"
2009-Jan-02,"35,005"
2009-Jan-05,"33,734"
2009-Jan-06,"33,734"
2009-Jan-07,"33,734"
2009-Jan-08,"52,809"
2009-Jan-09,"60,439"
2009-Jan-12,"61,711"
2009-Jan-13,"65,526"
2009-Jan-14,"70,613"
2009-Jan-15,"71,885"
2009-Jan-16,"70,613"
2009-Jan-19,"69,341"
2009-Jan-20,"68,070"
2009-Jan-21,"59,168"
2009-Jan-22,"52,809"
2009-Jan-23,"50,266"
2009-Jan-26,"48,994"
2009-Jan-27,"45,179"
2009-Jan-28,"43,907"
2009-Jan-29,"40,092"
2009-Jan-30,"35,005"
2009-Feb-02,"33,862"
2009-Feb-03,"33,862"
2009-Feb-04,"31,318"
2009-Feb-05,"28,775"
2009-Feb-06,"30,047"
2009-Feb-09,"30,047"
2009-Feb-10,"33,862"
2009-Feb-11,"40,220"
2009-Feb-12,"46,579"
2009-Feb-13,"46,579"
2009-Feb-16,"46,579"
2009-Feb-17,"45,307"
2009-Feb-18,"45,307"
2009-Feb-19,"44,035"
2009-Feb-20,"44,099"
2009-Feb-23,"42,892"
2009-Feb-24,"41,684"
2009-Feb-25,"41,748"
2009-Feb-26,"40,733"
2009-Feb-27,"41,053"
2009-Mar-02,"41,053"
2009-Mar-03,"41,053"
2009-Mar-04,"39,781"
2009-Mar-05,"38,574"
2009-Mar-06,"36,158"
2009-Mar-09,"35,966"
2009-Mar-10,"35,774"
2009-Mar-11,"30,495"
2009-Mar-12,"27,759"
2009-Mar-13,"27,567"
2009-Mar-16,"27,375"
2009-Mar-17,"25,911"
2009-Mar-18,"25,719"
2009-Mar-19,"26,799"
2009-Mar-20,"26,606"
2009-Mar-23,"26,414"
2009-Mar-24,"24,950"
2009-Mar-25,"24,758"
2009-Mar-26,"24,566"
2009-Mar-27,"23,102"
2009-Mar-30,"22,910"
2009-Mar-31,"22,718"
2009-Apr-01,"21,446"
2009-Apr-02,"20,175"
2009-Apr-03,"18,903"
2009-Apr-06,"16,359"
2009-Apr-07,"15,088"
2009-Apr-08,"13,816"
2009-Apr-09,"12,544"
2009-Apr-14,"11,273"
2009-Apr-15,"11,273"
2009-Apr-16,"11,145"
2009-Apr-17,"12,288"
2009-Apr-20,"17,247"
2009-Apr-21,"19,662"
2009-Apr-22,"19,534"
2009-Apr-23,"18,134"
2009-Apr-24,"16,734"
2009-Apr-27,"17,878"
2009-Apr-28,"16,414"
2009-Apr-29,"17,494"
2009-Apr-30,"17,301"
2009-May-01,"15,838"
2009-May-05,"14,374"
2009-May-06,"14,182"
2009-May-07,"11,446"
2009-May-08,"9,918"
2009-May-11,"8,390"
2009-May-12,"6,862"
2009-May-13,"9,149"
2009-May-14,"8,893"
2009-May-15,"11,180"
2009-May-18,"10,924"
2009-May-19,"11,876"
2009-May-20,"11,555"
2009-May-21,"9,963"
2009-May-22,"9,643"
2009-May-26,"9,323"
2009-May-27,"9,003"
2009-May-28,"8,682"
2009-May-29,"8,554"
2009-Jun-01,"8,554"
2009-Jun-02,"11,098"
2009-Jun-03,"13,641"
2009-Jun-04,"17,456"
2009-Jun-05,"18,728"
2009-Jun-08,"19,999"
2009-Jun-09,"26,294"
2009-Jun-10,"36,403"
2009-Jun-11,"36,339"
2009-Jun-12,"37,547"
2009-Jun-15,"37,483"
2009-Jun-16,"36,147"
2009-Jun-17,"34,811"
2009-Jun-18,"34,747"
2009-Jun-19,"33,412"
2009-Jun-22,"35,891"
2009-Jun-23,"38,370"
2009-Jun-24,"40,850"
2009-Jun-25,"40,786"
2009-Jun-26,"39,450"
2009-Jun-29,"39,386"
2009-Jun-30,"36,778"
2009-Jul-01,"36,714"
2009-Jul-02,"34,107"
2009-Jul-03,"31,499"
2009-Jul-06,"31,435"
2009-Jul-07,"30,100"
2009-Jul-08,"22,405"
2009-Jul-09,"17,255"
2009-Jul-10,"14,647"
2009-Jul-13,"12,040"
2009-Jul-14,"10,704"
2009-Jul-15,"10,640"
2009-Jul-16,"9,304"
2009-Jul-17,"7,968"
2009-Jul-20,"7,904"
2009-Jul-21,"7,840"
2009-Jul-22,"7,584"
2009-Jul-23,"8,535"
2009-Jul-24,"8,215"
2009-Jul-27,"9,167"
2009-Jul-28,"9,102"
2009-Jul-29,"11,582"
2009-Jul-30,"12,789"
2009-Jul-31,"12,533"
2009-Aug-03,"12,533"
2009-Aug-04,"13,805"
2009-Aug-05,"16,348"
2009-Aug-06,"17,620"
2009-Aug-07,"18,892"
2009-Aug-10,"18,892"
2009-Aug-11,"18,892"
2009-Aug-12,"18,892"
2009-Aug-13,"18,379"
2009-Aug-14,"18,379"
2009-Aug-17,"18,379"
2009-Aug-18,"18,379"
2009-Aug-19,"18,379"
2009-Aug-20,"17,108"
2009-Aug-21,"15,836"
2009-Aug-24,"14,564"
2009-Aug-25,"12,021"
2009-Aug-26,"9,477"
2009-Aug-27,"8,270"
2009-Aug-28,"7,062"
2009-Sep-01,"7,126"
2009-Sep-02,"7,190"
2009-Sep-03,"7,254"
2009-Sep-04,"7,318"
2009-Sep-07,"7,382"
2009-Sep-08,"7,446"
2009-Sep-09,"7,511"
2009-Sep-10,"7,575"
2009-Sep-11,"6,367"
2009-Sep-14,"6,431"
2009-Sep-15,"6,495"
2009-Sep-16,"7,831"
2009-Sep-17,"7,895"
2009-Sep-18,"11,774"
2009-Sep-21,"13,110"
2009-Sep-22,"18,261"
2009-Sep-23,"19,596"
2009-Sep-24,"20,932"
2009-Sep-25,"20,996"
2009-Sep-28,"19,789"
2009-Sep-29,"18,581"
2009-Sep-30,"17,373"
2009-Oct-01,"17,437"
2009-Oct-02,"18,773"
2009-Oct-05,"18,453"
2009-Oct-06,"18,389"
2009-Oct-07,"18,325"
2009-Oct-08,"18,261"
2009-Oct-09,"16,925"
2009-Oct-12,"16,861"
2009-Oct-13,"16,797"
2009-Oct-14,"16,733"
2009-Oct-15,"21,755"
2009-Oct-16,"22,963"
2009-Oct-19,"25,442"
2009-Oct-20,"25,378"
2009-Oct-21,"27,858"
2009-Oct-22,"29,065"
2009-Oct-23,"29,001"
2009-Oct-26,"27,666"
2009-Oct-27,"27,601"
2009-Oct-28,"27,537"
2009-Oct-29,"27,473"
2009-Oct-30,"27,409"
2009-Nov-02,"26,010"
2009-Nov-03,"22,066"
2009-Nov-04,"21,938"
2009-Nov-05,"20,538"
2009-Nov-06,"16,595"
2009-Nov-09,"12,652"
2009-Nov-10,"15,067"
2009-Nov-11,"22,569"
2009-Nov-12,"24,985"
2009-Nov-13,"28,672"
2009-Nov-16,"30,007"
2009-Nov-17,"30,071"
2009-Nov-18,"33,951"
2009-Nov-19,"34,015"
2009-Nov-20,"34,079"
2009-Nov-23,"31,599"
2009-Nov-24,"30,392"
2009-Nov-25,"29,184"
2009-Nov-26,"29,248"
2009-Nov-27,"29,312"
2009-Nov-30,"29,376"
2009-Dec-01,"30,712"
2009-Dec-02,"35,863"
2009-Dec-03,"38,470"
2009-Dec-04,"39,806"
2009-Dec-07,"39,870"
2009-Dec-08,"39,934"
2009-Dec-09,"39,870"
2009-Dec-10,"39,806"
2009-Dec-11,"39,742"
2009-Dec-14,"39,678"
2009-Dec-15,"40,886"
2009-Dec-16,"42,093"
2009-Dec-17,"43,301"
2009-Dec-18,"43,237"
2009-Dec-21,"43,173"
2009-Dec-22,"41,837"
2009-Dec-23,"41,773"
2009-Dec-24,"41,709"
2010-Jan-04,"32,832"
2010-Jan-05,"32,640"
2010-Jan-06,"33,464"
2010-Jan-07,"42,667"
2010-Jan-08,"57,271"
2010-Jan-11,"63,112"
2010-Jan-12,"65,969"
2010-Jan-13,"78,348"
2010-Jan-14,"81,205"
2010-Jan-15,"82,157"
2010-Jan-18,"85,966"
2010-Jan-19,"85,966"
2010-Jan-20,"85,966"
2010-Jan-21,"80,253"
2010-Jan-22,"73,587"
2010-Jan-25,"70,826"
2010-Jan-26,"72,827"
2010-Jan-27,"74,827"
2010-Jan-28,"77,780"
2010-Jan-29,"77,876"
2010-Feb-01,"72,259"
2010-Feb-02,"70,451"
2010-Feb-03,"62,929"
2010-Feb-04,"54,455"
2010-Feb-05,"49,789"
2010-Feb-08,"43,220"
2010-Feb-09,"36,650"
2010-Feb-10,"35,794"
2010-Feb-11,"32,081"
2010-Feb-12,"30,273"
2010-Feb-15,"31,321"
2010-Feb-16,"30,305"
2010-Feb-17,"29,288"
2010-Feb-18,"27,320"
2010-Feb-19,"32,017"
2010-Feb-22,"38,619"
2010-Feb-23,"41,411"
2010-Feb-24,"45,156"
2010-Feb-25,"45,092"
2010-Feb-26,"40,267"
2010-Mar-01,"40,203"
2010-Mar-02,"41,091"
2010-Mar-03,"41,027"
2010-Mar-04,"40,963"
2010-Mar-05,"41,851"
2010-Mar-08,"42,739"
2010-Mar-09,"43,627"
2010-Mar-10,"48,325"
2010-Mar-11,"49,213"
2010-Mar-12,"48,197"
2010-Mar-15,"47,180"
2010-Mar-16,"53,782"
2010-Mar-17,"55,622"
2010-Mar-18,"57,463"
2010-Mar-19,"53,590"
2010-Mar-22,"50,669"
2010-Mar-23,"43,939"
2010-Mar-24,"41,018"
2010-Mar-25,"39,050"
2010-Mar-26,"38,986"
2010-Mar-29,"38,922"
2010-Mar-30,"36,953"
2010-Mar-31,"38,794"
2010-Apr-01,"44,443"
2010-Apr-06,"47,300"
2010-Apr-07,"50,157"
2010-Apr-08,"55,870"
2010-Apr-09,"55,870"
2010-Apr-12,"57,775"
2010-Apr-13,"57,775"
2010-Apr-14,"57,839"
2010-Apr-15,"57,903"
2010-Apr-16,"57,967"
2010-Apr-19,"58,031"
2010-Apr-20,"58,095"
2010-Apr-21,"56,254"
2010-Apr-22,"56,318"
2010-Apr-23,"58,287"
2010-Apr-26,"56,447"
2010-Apr-27,"53,654"
2010-Apr-28,"52,766"
2010-Apr-29,"51,877"
2010-Apr-30,"51,941"
2010-May-04,"51,053"
2010-May-05,"51,117"
2010-May-06,"49,277"
2010-May-07,"44,580"
2010-May-10,"42,739"
2010-May-11,"37,090"
2010-May-12,"34,297"
2010-May-13,"33,409"
2010-May-14,"34,425"
2010-May-17,"35,442"
2010-May-18,"35,506"
2010-May-19,"34,617"
2010-May-20,"33,729"
2010-May-21,"33,793"
2010-May-24,"33,857"
2010-May-25,"32,969"
2010-May-26,"33,033"
2010-May-27,"33,097"
2010-May-28,"34,114"
2010-Jun-01,"42,748"
2010-Jun-02,"45,669"
2010-Jun-03,"53,351"
2010-Jun-04,"54,367"
2010-Jun-07,"53,479"
2010-Jun-08,"52,847"
2010-Jun-09,"55,768"
2010-Jun-10,"66,306"
2010-Jun-11,"69,227"
2010-Jun-14,"68,339"
2010-Jun-15,"70,308"
2010-Jun-16,"72,276"
2010-Jun-17,"72,340"
2010-Jun-18,"72,404"
2010-Jun-21,"71,516"
2010-Jun-22,"63,962"
2010-Jun-23,"57,928"
2010-Jun-24,"53,167"
2010-Jun-25,"51,263"
2010-Jun-28,"44,597"
2010-Jun-29,"36,027"
2010-Jun-30,"32,218"
2010-Jul-01,"31,265"
2010-Jul-02,"30,313"
2010-Jul-05,"29,233"
2010-Jul-06,"29,233"
2010-Jul-07,"28,281"
2010-Jul-08,"23,519"
2010-Jul-09,"21,615"
2010-Jul-12,"16,854"
2010-Jul-13,"15,901"
2010-Jul-14,"27,328"
2010-Jul-15,"28,281"
2010-Jul-16,"26,376"
2010-Jul-19,"24,472"
2010-Jul-20,"22,567"
2010-Jul-21,"22,567"
2010-Jul-22,"21,615"
2010-Jul-23,"20,663"
2010-Jul-26,"21,615"
2010-Jul-27,"22,567"
2010-Jul-28,"20,663"
2010-Jul-29,"16,854"
2010-Jul-30,"15,901"
2010-Aug-02,"14,757"
2010-Aug-03,"13,805"
2010-Aug-04,"12,852"
2010-Aug-05,"12,852"
2010-Aug-06,"12,852"
2010-Aug-09,"12,852"
2010-Aug-10,"13,805"
2010-Aug-11,"20,470"
2010-Aug-12,"21,423"
2010-Aug-13,"24,279"
2010-Aug-16,"25,232"
2010-Aug-17,"24,279"
2010-Aug-18,"23,327"
2010-Aug-19,"18,566"
2010-Aug-20,"16,661"
2010-Aug-23,"15,709"
2010-Aug-24,"15,709"
2010-Aug-25,"14,757"
2010-Aug-26,"14,757"
2010-Aug-27,"14,757"
2010-Aug-31,"14,757"
2010-Sep-01,"14,757"
2010-Sep-02,"14,757"
2010-Sep-03,"14,757"
2010-Sep-06,"14,757"
2010-Sep-07,"13,805"
2010-Sep-08,"12,852"
2010-Sep-09,"12,852"
2010-Sep-10,"12,852"
2010-Sep-13,"12,852"
2010-Sep-14,"12,852"
2010-Sep-15,"12,852"
2010-Sep-16,"13,805"
2010-Sep-17,"12,852"
2010-Sep-20,"13,805"
2010-Sep-21,"12,532"
2010-Sep-22,"12,404"
2010-Sep-23,"12,212"
2010-Sep-24,"11,892"
2010-Sep-27,"11,763"
2010-Sep-28,"11,763"
2010-Sep-29,"11,763"
2010-Sep-30,"10,811"
2010-Oct-01,"10,811"
2010-Oct-04,"10,811"
2010-Oct-05,"9,859"
2010-Oct-06,"9,859"
2010-Oct-07,"8,394"
2010-Oct-08,"8,394"
2010-Oct-11,"8,394"
2010-Oct-12,"9,347"
2010-Oct-13,"9,347"
2010-Oct-14,"9,347"
2010-Oct-15,"9,347"
2010-Oct-18,"10,299"
2010-Oct-19,"9,347"
2010-Oct-20,"9,347"
2010-Oct-21,"8,394"
2010-Oct-22,"9,218"
2010-Oct-25,"9,090"
2010-Oct-26,"8,962"
2010-Oct-27,"15,500"
2010-Oct-28,"19,181"
2010-Oct-29,"28,575"
2010-Nov-01,"36,065"
2010-Nov-02,"43,555"
2010-Nov-03,"43,427"
2010-Nov-04,"38,537"
2010-Nov-05,"37,457"
2010-Nov-08,"37,329"
2010-Nov-09,"36,249"
2010-Nov-10,"31,423"
2010-Nov-11,"23,741"
2010-Nov-12,"24,629"
2010-Nov-15,"24,565"
2010-Nov-16,"24,501"
2010-Nov-17,"24,437"
2010-Nov-18,"30,087"
2010-Nov-19,"32,879"
2010-Nov-22,"32,815"
2010-Nov-23,"28,054"
2010-Nov-24,"26,150"
2010-Nov-25,"23,293"
2010-Nov-26,"23,293"
2010-Nov-29,"19,420"
2010-Nov-30,"18,403"
2010-Dec-01,"16,435"
2010-Dec-02,"16,371"
2010-Dec-03,"19,164"
2010-Dec-06,"20,052"
2010-Dec-07,"19,035"
2010-Dec-08,"18,019"
2010-Dec-09,"16,051"
2010-Dec-10,"15,034"
2010-Dec-13,"14,970"
2010-Dec-14,"13,954"
2010-Dec-15,"11,985"
2010-Dec-16,"13,890"
2010-Dec-17,"16,747"
2010-Dec-20,"20,556"
2010-Dec-21,"27,221"
2010-Dec-22,"29,126"
2010-Dec-23,"29,126"
2010-Dec-24,"29,630"
2011-Jan-04,"20,158"
2011-Jan-05,"19,838"
2011-Jan-06,"19,774"
2011-Jan-07,"19,710"
2011-Jan-10,"18,496"
2011-Jan-11,"17,218"
2011-Jan-12,"15,747"
2011-Jan-13,"14,341"
2011-Jan-14,"12,998"
2011-Jan-17,"13,636"
2011-Jan-18,"12,996"
2011-Jan-19,"13,505"
2011-Jan-20,"12,865"
2011-Jan-21,"12,416"
2011-Jan-24,"11,968"
2011-Jan-25,"10,369"
2011-Jan-26,"9,921"
2011-Jan-27,"8,323"
2011-Jan-28,"7,874"
2011-Jan-31,"8,576"
2011-Feb-01,"9,662"
2011-Feb-02,"10,812"
2011-Feb-03,"11,962"
2011-Feb-04,"13,112"
2011-Feb-07,"17,713"
2011-Feb-08,"21,163"
2011-Feb-09,"26,914"
2011-Feb-10,"32,664"
2011-Feb-11,"42,567"
2011-Feb-14,"47,168"
2011-Feb-15,"49,468"
2011-Feb-16,"48,318"
2011-Feb-17,"46,018"
2011-Feb-18,"44,867"
2011-Feb-21,"43,717"
2011-Feb-22,"32,216"
2011-Feb-23,"28,766"
2011-Feb-24,"24,165"
2011-Feb-25,"23,015"
2011-Feb-28,"21,865"
2011-Mar-01,"21,865"
2011-Mar-02,"24,165"
2011-Mar-03,"27,616"
2011-Mar-04,"29,916"
2011-Mar-07,"29,916"
2011-Mar-08,"34,516"
2011-Mar-09,"35,666"
2011-Mar-10,"35,666"
2011-Mar-11,"34,516"
2011-Mar-14,"34,516"
2011-Mar-15,"32,216"
2011-Mar-16,"28,766"
2011-Mar-17,"27,616"
2011-Mar-18,"27,616"
2011-Mar-21,"27,616"
2011-Mar-22,"26,337"
2011-Mar-23,"25,059"
2011-Mar-24,"24,931"
2011-Mar-25,"23,653"
2011-Mar-28,"21,224"
2011-Mar-29,"18,796"
2011-Mar-30,"15,218"
2011-Mar-31,"13,939"
2011-Apr-01,"12,533"
2011-Apr-04,"11,127"
2011-Apr-05,"10,870"
2011-Apr-06,"14,065"
2011-Apr-07,"16,109"
2011-Apr-08,"15,852"
2011-Apr-11,"15,916"
2011-Apr-12,"14,830"
2011-Apr-13,"14,894"
2011-Apr-14,"14,958"
