Date,TCE
2003-Oct-02,"20,500"
2003-Oct-03,"19,889"
2003-Oct-06,"25,103"
2003-Oct-07,"23,198"
2003-Oct-08,"20,573"
2003-Oct-09,"19,242"
2003-Oct-10,"18,558"
2003-Oct-13,"18,522"
2003-Oct-14,"17,839"
2003-Oct-15,"17,155"
2003-Oct-16,"17,119"
2003-Oct-17,"17,755"
2003-Oct-20,"17,097"
2003-Oct-21,"18,380"
2003-Oct-22,"18,369"
2003-Oct-23,"19,006"
2003-Oct-24,"35,820"
2003-Oct-27,"36,457"
2003-Oct-28,"33,857"
2003-Oct-29,"31,905"
2003-Oct-30,"33,188"
2003-Oct-31,"37,707"
2003-Nov-03,"46,109"
2003-Nov-04,"53,217"
2003-Nov-05,"64,855"
2003-Nov-06,"82,964"
2003-Nov-07,"84,895"
2003-Nov-10,"84,884"
2003-Nov-11,"84,873"
2003-Nov-12,"85,509"
2003-Nov-13,"85,498"
2003-Nov-14,"90,017"
2003-Nov-17,"89,359"
2003-Nov-18,"88,054"
2003-Nov-19,"85,454"
2003-Nov-20,"86,091"
2003-Nov-21,"85,433"
2003-Nov-24,"84,775"
2003-Nov-25,"84,117"
2003-Nov-26,"84,753"
2003-Nov-27,"84,742"
2003-Nov-28,"84,731"
2003-Dec-01,"82,779"
2003-Dec-02,"81,473"
2003-Dec-03,"82,757"
2003-Dec-04,"87,923"
2003-Dec-05,"90,501"
2003-Dec-08,"90,490"
2003-Dec-09,"89,832"
2003-Dec-10,"90,468"
2003-Dec-11,"90,457"
2003-Dec-12,"89,152"
2003-Dec-15,"89,788"
2003-Dec-16,"91,071"
2003-Dec-17,"90,413"
2003-Dec-18,"91,050"
2003-Dec-19,"91,039"
2003-Dec-22,"91,028"
2003-Dec-23,"89,075"
2003-Dec-24,"85,829"
2004-Jan-02,"60,645"
2004-Jan-05,"57,611"
2004-Jan-06,"52,309"
2004-Jan-07,"50,029"
2004-Jan-08,"54,552"
2004-Jan-09,"60,586"
2004-Jan-12,"82,491"
2004-Jan-13,"93,060"
2004-Jan-14,"96,071"
2004-Jan-15,"95,303"
2004-Jan-16,"93,024"
2004-Jan-19,"95,279"
2004-Jan-20,"96,023"
2004-Jan-21,"98,279"
2004-Jan-22,"97,511"
2004-Jan-23,"94,476"
2004-Jan-26,"92,953"
2004-Jan-27,"92,186"
2004-Jan-28,"94,441"
2004-Jan-29,"93,673"
2004-Jan-30,"98,952"
2004-Feb-02,"99,708"
2004-Feb-03,"104,242"
2004-Feb-04,"108,777"
2004-Feb-05,"110,288"
2004-Feb-06,"108,777"
2004-Feb-09,"105,754"
2004-Feb-10,"101,975"
2004-Feb-11,"100,463"
2004-Feb-12,"94,417"
2004-Feb-13,"92,150"
2004-Feb-16,"88,371"
2004-Feb-17,"85,349"
2004-Feb-18,"72,501"
2004-Feb-19,"71,745"
2004-Feb-20,"77,035"
2004-Feb-23,"74,012"
2004-Feb-24,"71,745"
2004-Feb-25,"68,722"
2004-Feb-26,"67,211"
2004-Feb-27,"64,188"
2004-Mar-01,"61,921"
2004-Mar-02,"59,653"
2004-Mar-03,"60,409"
2004-Mar-04,"63,432"
2004-Mar-05,"65,699"
2004-Mar-08,"67,211"
2004-Mar-09,"71,745"
2004-Mar-10,"75,524"
2004-Mar-11,"77,791"
2004-Mar-12,"78,547"
2004-Mar-15,"74,768"
2004-Mar-16,"71,745"
2004-Mar-17,"64,944"
2004-Mar-18,"60,409"
2004-Mar-19,"52,812"
2004-Mar-22,"49,750"
2004-Mar-23,"39,886"
2004-Mar-24,"40,602"
2004-Mar-25,"47,365"
2004-Mar-26,"51,104"
2004-Mar-29,"51,065"
2004-Mar-30,"51,781"
2004-Mar-31,"51,742"
2004-Apr-01,"51,742"
2004-Apr-02,"56,276"
2004-Apr-05,"63,078"
2004-Apr-06,"66,856"
2004-Apr-07,"66,856"
2004-Apr-08,"66,101"
2004-Apr-13,"61,448"
2004-Apr-14,"59,779"
2004-Apr-15,"55,245"
2004-Apr-16,"55,245"
2004-Apr-19,"56,677"
2004-Apr-20,"57,354"
2004-Apr-21,"55,008"
2004-Apr-22,"56,441"
2004-Apr-23,"57,874"
2004-Apr-26,"55,528"
2004-Apr-27,"47,136"
2004-Apr-28,"44,790"
2004-Apr-29,"42,444"
2004-Apr-30,"43,877"
2004-May-04,"39,263"
2004-May-05,"39,185"
2004-May-06,"40,617"
2004-May-07,"42,806"
2004-May-10,"57,086"
2004-May-11,"60,786"
2004-May-12,"62,061"
2004-May-13,"62,061"
2004-May-14,"63,652"
2004-May-17,"64,486"
2004-May-18,"69,855"
2004-May-19,"68,422"
2004-May-20,"66,234"
2004-May-21,"64,801"
2004-May-24,"64,124"
2004-May-25,"76,295"
2004-May-26,"77,129"
2004-May-27,"76,452"
2004-May-28,"77,287"
2004-Jun-01,"84,167"
2004-Jun-02,"85,757"
2004-Jun-03,"85,080"
2004-Jun-04,"84,403"
2004-Jun-07,"83,569"
2004-Jun-08,"83,530"
2004-Jun-09,"83,490"
2004-Jun-10,"83,451"
2004-Jun-11,"86,434"
2004-Jun-14,"85,639"
2004-Jun-15,"84,844"
2004-Jun-16,"84,805"
2004-Jun-17,"82,498"
2004-Jun-18,"79,436"
2004-Jun-21,"77,129"
2004-Jun-22,"71,083"
2004-Jun-23,"70,328"
2004-Jun-24,"70,328"
2004-Jun-25,"70,328"
2004-Jun-28,"73,351"
2004-Jun-29,"76,374"
2004-Jun-30,"75,618"
2004-Jul-01,"72,595"
2004-Jul-02,"71,083"
2004-Jul-05,"70,328"
2004-Jul-06,"74,106"
2004-Jul-07,"80,152"
2004-Jul-08,"83,175"
2004-Jul-09,"86,954"
2004-Jul-12,"86,198"
2004-Jul-13,"86,954"
2004-Jul-14,"87,710"
2004-Jul-15,"92,244"
2004-Jul-16,"96,023"
2004-Jul-19,"101,313"
2004-Jul-20,"102,069"
2004-Jul-21,"102,825"
2004-Jul-22,"99,046"
2004-Jul-23,"97,534"
2004-Jul-26,"96,023"
2004-Jul-27,"93,000"
2004-Jul-28,"90,733"
2004-Jul-29,"84,529"
2004-Jul-30,"82,262"
2004-Aug-02,"79,160"
2004-Aug-03,"71,603"
2004-Aug-04,"63,967"
2004-Aug-05,"69,178"
2004-Aug-06,"72,957"
2004-Aug-09,"74,468"
2004-Aug-10,"72,201"
2004-Aug-11,"69,776"
2004-Aug-12,"67,430"
2004-Aug-13,"66,753"
2004-Aug-16,"63,888"
2004-Aug-17,"65,399"
2004-Aug-18,"67,667"
2004-Aug-19,"66,911"
2004-Aug-20,"62,376"
2004-Aug-23,"61,699"
2004-Aug-24,"58,755"
2004-Aug-25,"58,834"
2004-Aug-26,"56,646"
2004-Aug-27,"55,213"
2004-Aug-31,"50,080"
2004-Sep-01,"47,970"
2004-Sep-02,"47,372"
2004-Sep-03,"46,774"
2004-Sep-06,"46,931"
2004-Sep-07,"47,089"
2004-Sep-08,"48,002"
2004-Sep-09,"50,112"
2004-Sep-10,"49,199"
2004-Sep-13,"48,285"
2004-Sep-14,"51,151"
2004-Sep-15,"58,551"
2004-Sep-16,"63,683"
2004-Sep-17,"64,282"
2004-Sep-20,"64,880"
2004-Sep-21,"75,303"
2004-Sep-22,"81,191"
2004-Sep-23,"96,149"
2004-Sep-24,"99,770"
2004-Sep-27,"101,124"
2004-Sep-28,"101,722"
2004-Sep-29,"103,832"
2004-Sep-30,"102,163"
2004-Oct-01,"104,272"
2004-Oct-04,"107,138"
2004-Oct-05,"110,003"
2004-Oct-06,"112,113"
2004-Oct-07,"123,567"
2004-Oct-08,"131,243"
2004-Oct-11,"138,918"
2004-Oct-12,"135,258"
2004-Oct-13,"136,132"
2004-Oct-14,"140,029"
2004-Oct-15,"140,147"
2004-Oct-18,"140,265"
2004-Oct-19,"150,963"
2004-Oct-20,"157,883"
2004-Oct-21,"179,162"
2004-Oct-22,"186,082"
2004-Oct-25,"194,513"
2004-Oct-26,"201,433"
2004-Oct-27,"197,017"
2004-Oct-28,"190,333"
2004-Oct-29,"187,428"
2004-Nov-01,"185,279"
2004-Nov-02,"182,374"
2004-Nov-03,"182,492"
2004-Nov-04,"181,855"
2004-Nov-05,"194,222"
2004-Nov-08,"204,283"
2004-Nov-09,"217,525"
2004-Nov-10,"243,338"
2004-Nov-11,"238,740"
2004-Nov-12,"229,609"
2004-Nov-15,"229,546"
2004-Nov-16,"227,215"
2004-Nov-17,"227,908"
2004-Nov-18,"228,703"
2004-Nov-19,"229,459"
2004-Nov-22,"227,884"
2004-Nov-23,"223,287"
2004-Nov-24,"220,957"
2004-Nov-25,"223,161"
2004-Nov-26,"218,563"
2004-Nov-29,"216,989"
2004-Nov-30,"216,926"
2004-Dec-01,"215,352"
2004-Dec-02,"209,243"
2004-Dec-03,"209,935"
2004-Dec-06,"209,117"
2004-Dec-07,"209,180"
2004-Dec-08,"209,935"
2004-Dec-09,"209,180"
2004-Dec-10,"202,378"
2004-Dec-13,"199,355"
2004-Dec-14,"171,393"
2004-Dec-15,"148,720"
2004-Dec-16,"142,517"
2004-Dec-17,"140,092"
2004-Dec-20,"132,377"
2004-Dec-21,"106,524"
2004-Dec-22,"89,898"
2004-Dec-23,"77,051"
2004-Dec-24,"75,539"
2005-Jan-04,"39,646"
2005-Jan-05,"39,646"
2005-Jan-06,"40,418"
2005-Jan-07,"39,646"
2005-Jan-10,"38,874"
2005-Jan-11,"38,559"
2005-Jan-12,"37,787"
2005-Jan-13,"37,015"
2005-Jan-14,"36,243"
2005-Jan-17,"37,015"
2005-Jan-18,"37,787"
2005-Jan-19,"37,015"
2005-Jan-20,"36,046"
2005-Jan-21,"35,077"
2005-Jan-24,"34,881"
2005-Jan-25,"32,368"
2005-Jan-26,"30,052"
2005-Jan-27,"31,596"
2005-Jan-28,"44,718"
2005-Jan-31,"64,787"
2005-Feb-01,"80,997"
2005-Feb-02,"99,522"
2005-Feb-03,"101,066"
2005-Feb-04,"98,750"
2005-Feb-07,"96,812"
2005-Feb-08,"96,041"
2005-Feb-09,"95,269"
2005-Feb-10,"94,497"
2005-Feb-11,"95,269"
2005-Feb-14,"94,497"
2005-Feb-15,"95,269"
2005-Feb-16,"96,812"
2005-Feb-17,"101,444"
2005-Feb-18,"99,049"
2005-Feb-21,"105,917"
2005-Feb-22,"111,242"
2005-Feb-23,"112,707"
2005-Feb-24,"109,541"
2005-Feb-25,"107,146"
2005-Feb-28,"100,892"
2005-Mar-01,"93,867"
2005-Mar-02,"88,385"
2005-Mar-03,"69,781"
2005-Mar-04,"53,493"
2005-Mar-07,"42,607"
2005-Mar-08,"38,669"
2005-Mar-09,"33,959"
2005-Mar-10,"32,258"
2005-Mar-11,"43,679"
2005-Mar-14,"47,381"
2005-Mar-15,"50,311"
2005-Mar-16,"63,157"
2005-Mar-17,"60,109"
2005-Mar-18,"57,793"
2005-Mar-21,"60,030"
2005-Mar-22,"59,258"
2005-Mar-23,"56,092"
2005-Mar-24,"55,084"
2005-Mar-29,"50,988"
2005-Mar-30,"45,349"
2005-Mar-31,"40,481"
2005-Apr-01,"39,631"
2005-Apr-04,"39,552"
2005-Apr-05,"40,245"
2005-Apr-06,"40,166"
2005-Apr-07,"40,087"
2005-Apr-08,"43,096"
2005-Apr-11,"46,956"
2005-Apr-12,"51,587"
2005-Apr-13,"52,359"
2005-Apr-14,"51,587"
2005-Apr-15,"50,815"
2005-Apr-18,"49,271"
2005-Apr-19,"53,131"
2005-Apr-20,"50,736"
2005-Apr-21,"47,570"
2005-Apr-22,"47,491"
2005-Apr-25,"42,781"
2005-Apr-26,"41,159"
2005-Apr-27,"40,308"
2005-Apr-28,"40,229"
2005-Apr-29,"39,379"
2005-May-03,"40,844"
2005-May-04,"39,993"
2005-May-05,"39,914"
2005-May-06,"42,151"
2005-May-09,"41,300"
2005-May-10,"37,441"
2005-May-11,"35,125"
2005-May-12,"32,810"
2005-May-13,"31,266"
2005-May-16,"28,950"
2005-May-17,"26,635"
2005-May-18,"25,863"
2005-May-19,"21,232"
2005-May-20,"20,460"
2005-May-23,"19,688"
2005-May-24,"19,688"
2005-May-25,"22,003"
2005-May-26,"24,319"
2005-May-27,"25,091"
2005-May-31,"24,319"
2005-Jun-01,"22,775"
2005-Jun-02,"22,003"
2005-Jun-03,"22,003"
2005-Jun-06,"21,232"
2005-Jun-07,"21,232"
2005-Jun-08,"20,460"
2005-Jun-09,"18,144"
2005-Jun-10,"18,144"
2005-Jun-13,"18,144"
2005-Jun-14,"17,372"
2005-Jun-15,"17,309"
2005-Jun-16,"16,474"
2005-Jun-17,"15,639"
2005-Jun-20,"15,576"
2005-Jun-21,"14,741"
2005-Jun-22,"19,310"
2005-Jun-23,"20,791"
2005-Jun-24,"23,075"
2005-Jun-27,"23,075"
2005-Jun-28,"24,618"
2005-Jun-29,"26,162"
2005-Jun-30,"26,934"
2005-Jul-01,"30,022"
2005-Jul-04,"32,259"
2005-Jul-05,"33,030"
2005-Jul-06,"36,118"
2005-Jul-07,"43,837"
2005-Jul-08,"47,617"
2005-Jul-11,"53,021"
2005-Jul-12,"55,336"
2005-Jul-13,"55,336"
2005-Jul-14,"56,108"
2005-Jul-15,"55,336"
2005-Jul-18,"56,880"
2005-Jul-19,"59,196"
2005-Jul-20,"58,424"
2005-Jul-21,"57,652"
2005-Jul-22,"56,801"
2005-Jul-25,"55,179"
2005-Jul-26,"53,556"
2005-Jul-27,"49,618"
2005-Jul-28,"45,680"
2005-Jul-29,"44,057"
2005-Aug-01,"41,742"
2005-Aug-02,"34,795"
2005-Aug-03,"30,163"
2005-Aug-04,"29,392"
2005-Aug-05,"28,620"
2005-Aug-08,"27,076"
2005-Aug-09,"24,760"
2005-Aug-10,"22,208"
2005-Aug-11,"19,893"
2005-Aug-12,"20,665"
2005-Aug-15,"22,208"
2005-Aug-16,"25,296"
2005-Aug-17,"28,383"
2005-Aug-18,"30,699"
2005-Aug-19,"31,077"
2005-Aug-22,"29,140"
2005-Aug-23,"27,974"
2005-Aug-24,"26,808"
2005-Aug-25,"24,099"
2005-Aug-26,"23,705"
2005-Aug-30,"20,996"
2005-Aug-31,"21,374"
2005-Sep-01,"22,524"
2005-Sep-02,"24,682"
2005-Sep-05,"25,296"
2005-Sep-06,"28,998"
2005-Sep-07,"29,613"
2005-Sep-08,"28,683"
2005-Sep-09,"28,920"
2005-Sep-12,"29,156"
2005-Sep-13,"29,392"
2005-Sep-14,"31,944"
2005-Sep-15,"34,378"
2005-Sep-16,"39,899"
2005-Sep-19,"43,105"
2005-Sep-20,"48,626"
2005-Sep-21,"55,691"
2005-Sep-22,"56,581"
2005-Sep-23,"55,967"
2005-Sep-26,"55,967"
2005-Sep-27,"54,423"
2005-Sep-28,"53,651"
2005-Sep-29,"50,564"
2005-Sep-30,"49,020"
2005-Oct-03,"47,476"
2005-Oct-04,"47,476"
2005-Oct-05,"48,248"
2005-Oct-06,"47,476"
2005-Oct-07,"47,634"
2005-Oct-10,"47,634"
2005-Oct-11,"47,634"
2005-Oct-12,"48,405"
2005-Oct-13,"47,634"
2005-Oct-14,"51,493"
2005-Oct-17,"53,037"
2005-Oct-18,"53,037"
2005-Oct-19,"54,581"
2005-Oct-20,"56,124"
2005-Oct-21,"56,896"
2005-Oct-24,"58,440"
2005-Oct-25,"62,299"
2005-Oct-26,"70,869"
2005-Oct-27,"74,035"
2005-Oct-28,"78,745"
2005-Oct-31,"78,824"
2005-Nov-01,"78,903"
2005-Nov-02,"82,841"
2005-Nov-03,"83,691"
2005-Nov-04,"87,630"
2005-Nov-07,"93,112"
2005-Nov-08,"96,278"
2005-Nov-09,"102,453"
2005-Nov-10,"117,891"
2005-Nov-11,"128,697"
2005-Nov-14,"137,188"
2005-Nov-15,"138,731"
2005-Nov-16,"141,047"
2005-Nov-17,"144,906"
2005-Nov-18,"148,766"
2005-Nov-21,"148,151"
2005-Nov-22,"145,993"
2005-Nov-23,"143,835"
2005-Nov-24,"140,905"
2005-Nov-25,"138,747"
2005-Nov-28,"136,589"
2005-Nov-29,"134,431"
2005-Nov-30,"132,273"
2005-Dec-01,"128,492"
2005-Dec-02,"127,027"
2005-Dec-05,"124,097"
2005-Dec-06,"121,702"
2005-Dec-07,"119,844"
2005-Dec-08,"110,581"
2005-Dec-09,"109,809"
2005-Dec-12,"109,809"
2005-Dec-13,"106,722"
2005-Dec-14,"102,862"
2005-Dec-15,"100,547"
2005-Dec-16,"98,231"
2005-Dec-19,"97,459"
2005-Dec-20,"94,135"
2005-Dec-21,"83,865"
2005-Dec-22,"75,138"
2005-Dec-23,"67,183"
2006-Jan-03,"80,345"
2006-Jan-04,"75,101"
2006-Jan-05,"66,362"
2006-Jan-06,"60,245"
2006-Jan-09,"57,623"
2006-Jan-10,"53,253"
2006-Jan-11,"48,884"
2006-Jan-12,"43,640"
2006-Jan-13,"46,900"
2006-Jan-16,"53,017"
2006-Jan-17,"64,378"
2006-Jan-18,"82,730"
2006-Jan-19,"87,974"
2006-Jan-20,"92,343"
2006-Jan-23,"99,335"
2006-Jan-24,"113,317"
2006-Jan-25,"130,481"
2006-Jan-26,"126,670"
2006-Jan-27,"123,733"
2006-Jan-30,"120,797"
2006-Jan-31,"117,860"
2006-Feb-01,"116,112"
2006-Feb-02,"107,373"
2006-Feb-03,"105,625"
2006-Feb-06,"103,003"
2006-Feb-07,"81,155"
2006-Feb-08,"74,164"
2006-Feb-09,"70,668"
2006-Feb-10,"66,299"
2006-Feb-13,"67,173"
2006-Feb-14,"74,164"
2006-Feb-15,"89,737"
2006-Feb-16,"97,445"
2006-Feb-17,"99,909"
2006-Feb-20,"99,751"
2006-Feb-21,"86,485"
2006-Feb-22,"72,503"
2006-Feb-23,"66,385"
2006-Feb-24,"57,646"
2006-Feb-27,"45,411"
2006-Feb-28,"43,663"
2006-Mar-01,"42,789"
2006-Mar-02,"44,537"
2006-Mar-03,"47,159"
2006-Mar-06,"48,907"
2006-Mar-07,"49,781"
2006-Mar-08,"49,781"
2006-Mar-09,"48,907"
2006-Mar-10,"48,513"
2006-Mar-13,"47,639"
2006-Mar-14,"46,765"
2006-Mar-15,"46,765"
2006-Mar-16,"50,261"
2006-Mar-17,"52,883"
2006-Mar-20,"52,009"
2006-Mar-21,"52,009"
2006-Mar-22,"51,135"
2006-Mar-23,"48,513"
2006-Mar-24,"42,396"
2006-Mar-27,"35,404"
2006-Mar-28,"33,656"
2006-Mar-29,"29,287"
2006-Mar-30,"25,791"
2006-Mar-31,"23,169"
2006-Apr-03,"22,296"
2006-Apr-04,"20,548"
2006-Apr-05,"19,674"
2006-Apr-06,"18,800"
2006-Apr-07,"19,674"
2006-Apr-10,"19,674"
2006-Apr-11,"19,674"
2006-Apr-12,"19,674"
2006-Apr-13,"18,721"
2006-Apr-18,"19,516"
2006-Apr-19,"21,185"
2006-Apr-20,"20,233"
2006-Apr-21,"21,028"
2006-Apr-24,"22,697"
2006-Apr-25,"24,366"
2006-Apr-26,"24,287"
2006-Apr-27,"25,082"
2006-Apr-28,"25,878"
2006-May-02,"25,799"
2006-May-03,"25,720"
2006-May-04,"26,515"
2006-May-05,"27,310"
2006-May-08,"27,232"
2006-May-09,"26,279"
2006-May-10,"27,074"
2006-May-11,"26,995"
2006-May-12,"28,822"
2006-May-15,"30,649"
2006-May-16,"32,475"
2006-May-17,"32,554"
2006-May-18,"32,633"
2006-May-19,"32,711"
2006-May-22,"34,538"
2006-May-23,"34,617"
2006-May-24,"36,443"
2006-May-25,"38,270"
2006-May-26,"39,223"
2006-May-30,"39,301"
2006-May-31,"42,876"
2006-Jun-01,"45,891"
2006-Jun-02,"50,418"
2006-Jun-05,"57,567"
2006-Jun-06,"58,599"
2006-Jun-07,"63,126"
2006-Jun-08,"64,874"
2006-Jun-09,"67,897"
2006-Jun-12,"69,645"
2006-Jun-13,"70,518"
2006-Jun-14,"74,014"
2006-Jun-15,"74,888"
2006-Jun-16,"74,888"
2006-Jun-19,"74,014"
2006-Jun-20,"75,762"
2006-Jun-21,"73,140"
2006-Jun-22,"70,518"
2006-Jun-23,"68,771"
2006-Jun-26,"67,023"
2006-Jun-27,"66,149"
2006-Jun-28,"62,574"
2006-Jun-29,"59,000"
2006-Jun-30,"55,426"
2006-Jul-03,"53,363"
2006-Jul-04,"52,410"
2006-Jul-05,"54,953"
2006-Jul-06,"60,992"
2006-Jul-07,"67,030"
2006-Jul-10,"71,321"
2006-Jul-11,"73,864"
2006-Jul-12,"74,659"
2006-Jul-13,"75,455"
2006-Jul-14,"76,250"
2006-Jul-17,"77,919"
2006-Jul-18,"90,949"
2006-Jul-19,"92,815"
2006-Jul-20,"93,807"
2006-Jul-21,"93,925"
2006-Jul-24,"93,169"
2006-Jul-25,"92,413"
2006-Jul-26,"88,162"
2006-Jul-27,"86,414"
2006-Jul-28,"84,666"
2006-Jul-31,"82,918"
2006-Aug-01,"79,423"
2006-Aug-02,"67,188"
2006-Aug-03,"64,566"
2006-Aug-04,"61,189"
2006-Aug-07,"57,811"
2006-Aug-08,"57,929"
2006-Aug-09,"65,913"
2006-Aug-10,"78,266"
2006-Aug-11,"85,493"
2006-Aug-14,"90,099"
2006-Aug-15,"90,335"
2006-Aug-16,"91,445"
2006-Aug-17,"89,934"
2006-Aug-18,"85,801"
2006-Aug-21,"83,415"
2006-Aug-22,"81,903"
2006-Aug-23,"82,140"
2006-Aug-24,"82,376"
2006-Aug-25,"81,738"
2006-Aug-29,"78,479"
2006-Aug-30,"72,598"
2006-Aug-31,"70,212"
2006-Sep-01,"70,252"
2006-Sep-04,"68,504"
2006-Sep-05,"68,504"
2006-Sep-06,"71,126"
2006-Sep-07,"71,126"
2006-Sep-08,"72,873"
2006-Sep-11,"72,873"
2006-Sep-12,"72,873"
2006-Sep-13,"73,747"
2006-Sep-14,"72,873"
2006-Sep-15,"73,747"
2006-Sep-18,"79,865"
2006-Sep-19,"82,486"
2006-Sep-20,"82,486"
2006-Sep-21,"83,360"
2006-Sep-22,"82,644"
2006-Sep-25,"80,896"
2006-Sep-26,"80,022"
2006-Sep-27,"78,274"
2006-Sep-28,"73,031"
2006-Sep-29,"68,661"
2006-Oct-02,"64,292"
2006-Oct-03,"55,553"
2006-Oct-04,"51,183"
2006-Oct-05,"48,561"
2006-Oct-06,"47,687"
2006-Oct-09,"43,318"
2006-Oct-10,"41,570"
2006-Oct-11,"40,696"
2006-Oct-12,"39,822"
2006-Oct-13,"38,074"
2006-Oct-16,"37,279"
2006-Oct-17,"38,232"
2006-Oct-18,"39,184"
2006-Oct-19,"39,263"
2006-Oct-20,"40,216"
2006-Oct-23,"40,295"
2006-Oct-24,"39,499"
2006-Oct-25,"39,578"
2006-Oct-26,"39,657"
2006-Oct-27,"37,988"
2006-Oct-30,"38,067"
2006-Oct-31,"37,271"
2006-Nov-01,"36,476"
2006-Nov-02,"36,555"
2006-Nov-03,"35,760"
2006-Nov-06,"36,713"
2006-Nov-07,"37,665"
2006-Nov-08,"38,618"
2006-Nov-09,"40,444"
2006-Nov-10,"40,523"
2006-Nov-13,"40,602"
2006-Nov-14,"40,681"
2006-Nov-15,"39,886"
2006-Nov-16,"39,834"
2006-Nov-17,"37,161"
2006-Nov-20,"36,236"
2006-Nov-21,"35,311"
2006-Nov-22,"35,260"
2006-Nov-23,"30,839"
2006-Nov-24,"28,166"
2006-Nov-27,"28,115"
2006-Nov-28,"26,316"
2006-Nov-29,"24,517"
2006-Nov-30,"23,592"
2006-Dec-01,"23,541"
2006-Dec-04,"25,237"
2006-Dec-05,"26,934"
2006-Dec-06,"28,631"
2006-Dec-07,"31,201"
2006-Dec-08,"31,150"
2006-Dec-11,"30,225"
2006-Dec-12,"29,300"
2006-Dec-13,"28,375"
2006-Dec-14,"29,198"
2006-Dec-15,"28,272"
2006-Dec-18,"28,221"
2006-Dec-19,"28,170"
2006-Dec-20,"27,245"
2006-Dec-21,"26,320"
2006-Dec-22,"26,269"
2007-Jan-02,"28,737"
2007-Jan-03,"29,707"
2007-Jan-04,"27,613"
2007-Jan-05,"27,561"
2007-Jan-08,"27,510"
2007-Jan-09,"30,524"
2007-Jan-10,"32,515"
2007-Jan-11,"34,507"
2007-Jan-12,"38,542"
2007-Jan-15,"42,577"
2007-Jan-16,"45,590"
2007-Jan-17,"46,560"
2007-Jan-18,"45,488"
2007-Jan-19,"44,415"
2007-Jan-22,"42,321"
2007-Jan-23,"42,270"
2007-Jan-24,"42,218"
2007-Jan-25,"42,167"
2007-Jan-26,"42,116"
2007-Jan-29,"41,043"
2007-Jan-30,"40,992"
2007-Jan-31,"39,919"
2007-Feb-01,"38,819"
2007-Feb-02,"37,719"
2007-Feb-05,"38,662"
2007-Feb-06,"37,561"
2007-Feb-07,"37,483"
2007-Feb-08,"36,382"
2007-Feb-09,"35,282"
2007-Feb-12,"34,182"
2007-Feb-13,"34,103"
2007-Feb-14,"31,981"
2007-Feb-15,"30,881"
2007-Feb-16,"31,824"
2007-Feb-19,"31,745"
2007-Feb-20,"30,645"
2007-Feb-21,"28,523"
2007-Feb-22,"30,487"
2007-Feb-23,"35,516"
2007-Feb-26,"36,526"
2007-Feb-27,"37,547"
2007-Feb-28,"38,569"
2007-Mar-01,"42,655"
2007-Mar-02,"44,698"
2007-Mar-05,"45,719"
2007-Mar-06,"46,741"
2007-Mar-07,"47,762"
2007-Mar-08,"51,848"
2007-Mar-09,"57,820"
2007-Mar-12,"59,705"
2007-Mar-13,"62,612"
2007-Mar-14,"63,476"
2007-Mar-15,"64,340"
2007-Mar-16,"65,204"
2007-Mar-19,"67,090"
2007-Mar-20,"69,996"
2007-Mar-21,"70,860"
2007-Mar-22,"71,724"
2007-Mar-23,"72,588"
2007-Mar-26,"72,431"
2007-Mar-27,"68,187"
2007-Mar-28,"67,008"
2007-Mar-29,"64,808"
2007-Mar-30,"63,629"
2007-Apr-02,"55,615"
2007-Apr-03,"49,486"
2007-Apr-04,"46,421"
2007-Apr-05,"45,400"
2007-Apr-10,"37,228"
2007-Apr-11,"30,077"
2007-Apr-12,"28,034"
2007-Apr-13,"25,991"
2007-Apr-16,"25,442"
2007-Apr-17,"24,421"
2007-Apr-18,"24,421"
2007-Apr-19,"24,342"
2007-Apr-20,"23,242"
2007-Apr-23,"23,163"
2007-Apr-24,"26,149"
2007-Apr-25,"28,113"
2007-Apr-26,"30,077"
2007-Apr-27,"32,042"
2007-Apr-30,"36,049"
2007-May-01,"41,077"
2007-May-02,"46,106"
2007-May-03,"52,156"
2007-May-04,"56,164"
2007-May-08,"59,149"
2007-May-09,"61,113"
2007-May-10,"60,013"
2007-May-11,"60,956"
2007-May-14,"59,856"
2007-May-15,"59,777"
2007-May-16,"59,698"
2007-May-17,"56,555"
2007-May-18,"55,455"
2007-May-21,"55,376"
2007-May-22,"54,276"
2007-May-23,"53,176"
2007-May-24,"52,075"
2007-May-25,"50,975"
2007-May-29,"48,853"
2007-May-30,"48,775"
2007-May-31,"46,653"
2007-Jun-01,"45,553"
2007-Jun-04,"43,431"
2007-Jun-05,"41,309"
2007-Jun-06,"40,209"
2007-Jun-07,"39,109"
2007-Jun-08,"38,008"
2007-Jun-11,"37,930"
2007-Jun-12,"37,930"
2007-Jun-13,"38,951"
2007-Jun-14,"39,973"
2007-Jun-15,"39,973"
2007-Jun-18,"38,951"
2007-Jun-19,"37,930"
2007-Jun-20,"36,908"
2007-Jun-21,"36,908"
2007-Jun-22,"35,887"
2007-Jun-25,"31,801"
2007-Jun-26,"30,779"
2007-Jun-27,"28,736"
2007-Jun-28,"27,715"
2007-Jun-29,"28,657"
2007-Jul-02,"29,600"
2007-Jul-03,"30,543"
2007-Jul-04,"31,486"
2007-Jul-05,"31,407"
2007-Jul-06,"30,307"
2007-Jul-09,"30,228"
2007-Jul-10,"29,128"
2007-Jul-11,"28,027"
2007-Jul-12,"28,027"
